3char_code^2char_code^name^website
AAM^^Air America^
CNX^^AllCanada Express^
AFJ^Y2^Alliance Air^
AIP^5A^Alpine Air Express^http://www.alpine-air.com/
^AK^Altair Airlines^
^B5^Amadeus^
AMY^B3^Ambassador Airways^
^^Ambica Airlines^
ASH^YV^America West Express^
ASH^RP^America West Express^
CHQ^YV^America West Express^
CHQ^RP^America West Express^
AFB^WK^American Falcon^
^^American Flyers Airline^
^^American Trans-Oceanic Company^
ANE^8E^Americana de Aviación^
AMF^A8^Ameriflight^http://www.ameriflight.com/
AJI^7Z^Ameristar Jet Charter^http://www.ameristarjet.com/
^^América Air Linhas Aéreas^
^^Andrea Air^
^^Annushka^http://anmikom.ru/
NZA^ZQ^Ansett New Zealand^
PIC^^Apisa Air Cargo^
^^Appalachian Airlines^
^^Aquila Airways^
ACY^^Archana Airways^
ARW^^Aria^http://www.arialines.com
NAK^Q9^Arik Niger^
^^Arizona Airways^
ARN^^Arnoro^
^^"Artel Staratelei ""Amur"" Airlines"^
RBX^^ArubaExel^
TVA^TV^Trans International Airlines^
ASW^^Asia Airways^
^^Asia Pacific Airlines^
AWA^Y5^Asia Wings^
AAS^4K^Askari Aviation^http://www.askariaviation.com/
ASP^AP^Aspen Airways^
^OI^Aspiring Air^http://www.aspiringair.com
TUX^2T^Tulpar Air Service^
HHA^ZF^Atlantic Airlines de Honduras^
SBV^^Atlantic Express^http://www.atlanticexpress.co.uk/
^^Atlantic Island Air^
^^Atlantic North Airlines^
ALS^9V^Atlantis Airlines^
LUR^TD^Atlantis European Airways^http://atlantis.am/
AUV^^Atruvera Aviation^
NWZ^4J^Nationwide Airlines^
AUK^UI^Auric Air^http://www.auricair.com/
NOV^^Nova Airways^http://www.novaairways.com/
VTM^^Aeronaves TSM^http://www.aeronavestsm.com/
^^Magic Bird^
OSH^^Osh-Avia^
LCG^6V^Lignes Aériennes Congolaises^
^^Peace Air^
WWD^CN^Westward Airways^
VTE^1X^Buzz Airways^http://www.buzzair.com/
^BE^Braniff^
^^California Central Airlines^
MNU^7Q^Elite Airways^http://www.eliteairways.net/
^^Golden Pacific Airlines^
^^Makani Kai Air^https://www.makanikaiair.com/
MAX^^Mountain Air Express^
^^Summit Air^http://www.gomaair.com/
^^Pacific American Airlines^
MYX^^Smartlynx Airlines Estonia^http://smart-lynx.com/
^^HNZ Group^
URF^^Surf Air^http://www.surfair.com/
^^Tailwind Air Service^http://www.flytailwind.com/
^^Washington Airlines^
LNQ^W2^Links Air^http://www.linksair.co.uk/
CSG^UY^Air Caucasus^http://aircaucasus.com/
AJA^HN^Afghan Jet International^http://www.flyaji.com/
^^Royal Air Lao^
JA^^Scimitar Airlines^
RMK^SH^Simrik Airlines^http://www.simrikairlines.com/
FZA^FU^Fuzhou Airlines^http://www.fuzhou-air.cn/
^^Indian National Airways Ltd^
EHN^EA^East Horizon Airlines^http://flyeasthorizon.com
^^Epic Air^http://www.epicair.com/
MYP^7Y^Mann Yatanarpon Airlines^http://www.airmyp.com/
AYE^YI^Ying'an Airlines^http://yingair.yndinghao.com/
^^Linhas Aéreas Paulistas – LAP^
^^ABM Air^http://www.abm-air.com/
^^Africa's Connection STP^http://www.africas-connection.com/
^^Air Brousse^
UBG^BS^US-Bangla Airlines^http://www.us-banglaairlines.com/
^DH^Douniah Airlines^
EAB^E2^Eagle Atlantic Airlines^http://www.eagleatlanticairlines.com/
^^LANICA^
SGD^XO^South East Asian Airlines International^http://www.flyseair.com/
KQA^JX^Jambojet^http://www.jambojet.com
NRD^6N^Nordic Regional^http://www.nordicregional.se/
^OX^Skyline^
^^Maritime Central Airways^
DYA^2D^Dynamic Airways^https://airdynamic.com/
^^Norcanair^
^^Saudi Air Ambulance^http://www.srcs.org.sa/
^^Fishtail Air^http://www.fishtailair.com/
^^Domestic Airways^
ABG^4R^Royal Flight^http://www.royalflight.ru/
SPN^H8^Sepahan Airlines^
JYH^AQ^9 Air^http://9air.com
VTI^UK^Vistara^http://www.airvistara.com
BTQ^4B^Boutique Air^http://www.boutiqueair.com/
GCA^^Grand Cru Airlines^http://www.gcairlines.aero/
VAR^VU^Veca Airlines^http://www.vecaairlines.com
^^Asia Avia Megatama^
CCC^UB^Air Cargo Global^http://www.acg-air.com/
PUE^PU^Plus Ultra Líneas Aéreas^https://www.plusultra.com
CUH^UQ^Urumqi Air^http://www.urumqi-air.com/
BSL^^Bosnia Airlines^
^9Y^National Airways Ethiopia^
FEY^N5^FLYeasy^http://www.Flyeasyindia.com
^^Chhattisgarh Air Link^http://www.cgairlink.com/
DJT^B0^La Compagnie^https://www.lacompagnie.com/en/
GJA^^Gujarat Airways^
^HX^Guy-America Airways^
^^Marco Island Airways^
EAL^EA^New Eastern Air Lines^http://www.easternairlines.aero
^^New York Helicopter^
APK^P4^Air Peace^http://www.flyairpeace.com/
MVS^^Air Senok^
AZM^^Azman Air^http://www.airazman.com/
RBR^O8^Siam Air^http://www.siamair.co.th/
SBW^^Snowbird Airlines^http://www.snowbird.fi/
^^Texas Air Transport^
NHX^^Noordzee Helikopters Vlaanderen^http://www.nhv.be
^^Air Carolina^
IDX^XT^Indonesia AirAsia X^
ORZ^^Zorex Air Transport^http://www.zorex.es
HIM^H9^Himalaya Airlines^http://www.himalaya-airlines.com/
^^Maersk Commuter^
AQQ^IP^Apsara International Air^http://www.apsara-airline.com
TRJ^2T^TruJet^http://www.trujet.com/
FMI^ND^Fmi air^http://www.fmiair.com
^^Manang Air^http://www.manangair.com.np/
BSX^5B^Bassaka Air^http://www.bassakaair.com
RLT^^Real Tonga^http://realtonga.to/
BYC^BD^Cambodia Bayon Airlines^http://www.bayonairlines.com
^^Phoenix Airways^http://www.flyphoenixair
PNP^^Pineapple Air^
^^Zav Airways^
^^Zenith Air Inc^http://philjets.com/about-us/
^^Vizion air^http://www.vizionair.aero
AJD^GT^Flyvista^http://www.flyvista.aero
PBD^DP^Pobeda^http://www.pobeda.aero/
^^SiLA^http://sila-avia.ru/
^^Q18405187^http://vyatkaavia.ru
GHB^G0^Ghana International Airlines^
TOW^FF^Tower Air^https://web.archive.org/web/20000510062736/http://www.towerair.com/
^^Toa Airways^
DBR^5D^DutchBird^
JAS^PP^Jet Aviation^http://www.jetaviation.com/
SEJ^SG^SpiceJet^http://www.spicejet.com/
QBA^QB^Quebecair^
TCW^HQ^Thomas Cook Airlines Belgium^http://www.thomascookairlines.be/
GLA^ZK^Great Lakes Airlines^http://www.flygreatlakes.com
^^TAER Andalus^
SFB^CT^Air Sofia^http://www.airsofia.com
GAO^HK^Höga Kusten Flyg^http://www.hogakustenflyg.se
SDO^EX^Air Santo Domingo^http://www.airsantodomingo.com.do/
ADO^HD^Air Do^http://www.airdo.jp
UAL^UA^Ted^
MZS^M2^Mahfooz Aviation^
PTN^GP^Pantanal Linhas Aéreas^http://www.voepantanal.com.br/
JND^EC^East African Airways^
TRK^^Turkuaz Airlines^http://www.turkuazairlines.com/
FUA^FH^Futura International Airways^
^^Malert^
PAO^OL^Samoa Airways^http://www.polynesianairlines.com
MSO^C4^ALMA de México^http://www.alma.com.mx/
LUK^^LUKoil-Avia^
PRF^PW^Precision Air^https://www.precisionairtz.com/
CAV^MO^Calm Air^http://www.calmair.com
CIM^QI^Cimber Sterling^
^^Flight Express^
VOA^VM^Viaggio Air^http://www.viaggioair.com/
HCV^7Z^Halcyonair^http://www.flyhalcyonair.com/
XAR^XN^Xpress Air^http://www.xpressair.co.id
ACL^OC^Air California^
^^Continental Express^
^^Namibia Commercial Aviation^
CSZ^ZH^Shenzhen Airlines^http://www.shenzhenair.com/
NMI^LW^GeorgiaSkies^http://www.flygeorgiaskies.com
^^Air Union^
SMY^ZS^Sama^http://www.flysama.com/
VIR^VS^Virgin Sun Airlines^
SNB^NB^Sterling Airlines^
VVA^6I^Aviast Air^
GOM^YD^Gomelavia^http://wayback.archive.org/*/http://www.gomelavia.com/
NRR^5C^Nature Air^http://www.natureair.com
ETA^BF^Timor Air^http://flytimorair.com/
CPC^CP^Canadian Pacific Air Lines^
CEB^5J^Cebu Pacific^http://www.cebupacificair.com
IKA^G1^Gorkha Airlines^http://web.archive.org/web/*/http://www.gorkhaairlines.com/
IKA^G1^Gorkha Airlines^http://www.gorkhaairlines.com/
BUC^H6^Bulgarian Air Charter^http://www.bgaircharter.com
BCC^8B^Business Air^http://www.businessaircenter.com/
BUZ^UK^Buzz^
QNZ^QF^Jetconnect^http://www.qantas.com/nz/en.html
NRX^^Norse Air^http://www.norseair.co.uk/
^^Egoli Air^
EAS^^Executive Aerospace^http://www.aerospace.co.za/
RSS^^Rossair Executive Air Charter^http://www.kulula.com/
PHB^PE^Phoebus Apollo Aviation^http://www.phoebusapollo.co.za/
DYA^DY^Alyemda^
LRC^LR^Avianca Costa Rica^http://www.avianca.com/
UYC^UY^Cameroon Airlines^http://web.archive.org/web/*/www.cameroon-airlines.net/index.php?langue=gb&page=&cat=&carte=&zone=
WRC^7W^Windrose Airlines^http://www.windrose.aero/
LLM^YL^Yamal Airlines^http://www.yamal-airlines.ru
LLM^YC^Yamal Airlines^http://www.yamal-airlines.ru
CJA^C6^CanJet^http://www.canjet.com/
CMM^2T^Canada 3000^http://web.archive.org/*/http://www.canada3000.ca
MPE^5T^Canadian North^http://www.canadiannorth.com
KAP^9K^Cape Air^https://www.capeair.com/
CRK^HX^Hong Kong Airlines^http://www.hongkongairlines.com
CRG^2G^Cargoitalia^
DEL^3Q^Carib Aviation^http://www.carib-aviation.com/
CLX^CV^Cargolux^http://www.cargolux.lu/
BWA^BW^Caribbean Airlines^http://www.caribbean-airlines.com/
GGE^8Y^Ecuato Guineana^
EQR^^Equatair^
^^Aerolíneas de Guinea Ecuatorial^
SWX^Q4^Swazi Express Airways^
SLL^6Q^Slovak Airlines^http://web.archive.org/web/*/www.slovakairlines.sk/corpus/index_en.csp
JLL^S2^JetLite^http://www.jetlite.com
FDB^FZ^flydubai^http://www.flydubai.com
DTA^DT^TAAG Angola Airlines^http://www.taag.com/
RBA^BI^Royal Brunei Airlines^https://www.flyroyalbrunei.com/
EZS^DS^EasyJet Switzerland^http://www.easyjet.com
SRJ^NS^Caucasus Airlines^
CAY^KX^Cayman Airways^http://www.caymanairways.com
SWM^ZA^Sky Angkor Airlines^http://www.skywingsair.com/
CNA^7N^Centavia^
CAA^CE^Central African Airways^
JBR^3B^Central Connect Airlines^http://www.flycca.cz/
^^Q1053904^
CLW^C0^Centralwings^
EAG^NZ^Eagle Airways^http://www.eagleair.co.nz
AZA^AZ^Alitalia-Linee Aeree Italiane^http://www.alitaliaamministrazionestraordinaria.it
LNI^JT^Lion Air^http://www.lionair.co.id/
LAA^LN^Libyan Airlines^http://www.libyanairlines.aero
IGO^6E^IndiGo^https://book.goindigo.in
SMX^XM^Alitalia Express^http://www.alitalia.it/
ATM^FO^Airlines of Tasmania^http://www.airtasmania.com.au/
UTN^QU^Azur Air Ukraine^http://www.utair.ua/
SLM^PY^Surinam Airways^http://www.flyslm.com/en/home/
WJA^WS^WestJet^http://www.westjet.com
SMR^SZ^Somon Air^http://somonair.com/
VIK^4P^Viking Airlines^
LTL^PV^Latavio^
BGM^2B^Ak Bars Aero^
^5I^Q2109140^
^^Octavia Airlines^
UKU^^2nd Sverdlovsk Air Enterprise^http://ak-uktus.ru/
^^Q2122628^
FQA^QO^Quikjet Airlines^
RKA^PI^Polar Airlines^http://polarair.ru/
^^Q2131894^
PBU^8Y^Air Burundi^
TEP^UE^Transeuropean Airlines^
ESD^^EastIndo^http://www.eastindo.com/
WCW^YH^West Caribbean Airways^http://web.archive.org/web/*/http://www.wca.com.co/
ROA^QQ^Reno Air^http://web.archive.org/web/*/http://www.renoair.com
MTW^YD^Mauritania Airways^
^^Q2154191^
UCR^DW^Aero Charter^http://www.acr-air.com/
^6L^Q2159342^
^^Q2159572^
AMA^IM^Aircompany ATMA^http://airatma.com
RMV^WQ^Romavia^http://www.romavia.ro/
^^Q2164815^
ELV^TJ^TANS Perú^http://web.archive.org/web/*/www.tansperu.com.pe/index10.html
^^Q2165459^
^^Top Air^
TET^^Tepavia Trans^http://www.tepavia-trans.com
EIJ^^Air Efata^
^9O^National Airways Cameroon^http://www.flynacam.com/
^^Q2177131^
NET^WU^NetherLines^
FVG^IV^VG Airlines^https://web.archive.org/web/20020925203635/http://vgair.be/
^^SNETA^
GNJ^^GainJet Aviation^http://www.gainjet.com/
SAB^^Delta Air Transport^
DAT^^Delta Air Transport^
ALM^LM^ALM Antillean Airlines^http://web.archive.org/*/http://www.airalm.com
^^Q2191164^
^^Q2192148^
^^Q2196076^
UKN^^Ukraine Air Enterprise^http://dap.kiev.ua
PAS^6D^Pelita Air Service^http://www.pelita-air.com/
^^Q2197761^
AZS^ZR^Aviacon Zitotrans^http://www.aviacon.ru
^^Q2199194^
BUN^U4^Bural^
^^Aboitiz Air^
GGC^GG^Cargo 360^
RZO^S4^SATA International^https://www.azoresairlines.pt/
^UR^Q2211437^
MBI^S6^Salmon Air^http://www.mccallaviation.com/
^^Q2216938^
^^Samoa Air^
LRS^RZ^Sansa Airlines^http://www.flysansa.com
^^Ram Express^
JOL^IP^Atyrau Airways^
^^Q2230317^
^^Q2234202^
KGO^ZC^Korongo Airlines^http://flykorongo.com/index_en.html
AZI^ZS^Azzurra Air^https://web.archive.org/web/20031202023131/www.azzurraair.it/eng/Home.asp
TGN^IL^Trigana Air Service^http://www.trigana-air.com
^TD^Q2248915^
^^Q2255563^
AXP^^Air Atlas Express^
BED^^Belgorod Air Enterprise^
^^Canadian Airways Congo^
BEC^^Berkut Air^
ADZ^^Chukotavia^http://chukotavia.ru
^^Eastern Express^
SCH^AW^Schreiner Airways^
^^Q2281040^
^^Q2281963^
INV^IA^Inversija^
^^Q2283750^
IRG^NV^Karun Airlines^
^ZT^Voronezhavia^
^^Q2290220^
^G6^Air Volga^
SBM^Q7^SkyBahamas^http://www.skybahamas.net
IGA^TE^Skytaxi^
GFG^QB^Sky Georgia^http://www.skygeorgia.org/
SSV^5G^Skyservice^http://www.skyserviceairlines.com/
SYX^AL^Skyway Airlines^http://www.midwestairlines.com
^^Q2295811^
^^Q2296789^
HSV^HS^Direktflyg^http://www.direktflyg.com/?menuId=569
^^South West African Airways^
^^Nikolaevsk-Na-Amure Air Enterprise^
^^Kurdistan Airlines^http://www.kurdistanairlines.tripod.com/
FRS^IX^Flandre Air^
^6G^Q2312814^
CTB^H2^CityBird^http://web.archive.org/*/http://www.citybird.com
^99^Q2326259^
UTX^UR^UTair Express^http://www.utair-express.com/
STB^4S^Star Airways^
^^Q2332395^
PTK^^Petropavlovsk-Kamchatsky Air Enterprise^http://www.airport-pkc.ru/
LVB^IS^IRS Airlines^http://www.flyirsairlines.com/
FGE^9Y^Fly Georgia^http://www.flygeorgia.com/
HLT^^Helitours^
HTA^9I^Helitrans^http://www.helitrans.no
HTH^H9^Helitt Líneas Aéreas^
^^Hellenic Airlines^
HSG^^Hesnes Air^http://www.hesnesair.no
^^Canarias Airlines^
ICV^C8^Cargolux Italia^
^^Hillman's Airways^
^^Himalayan Aviation^
HIS^ZS^Hispaniola Airways^
^^CLASSA^
ORI^^Orion Air^
HLD^HW^Holiday Airlines^
INR^^Babcock MCS Espana^https://www.babcockinternational.com/What-We-Do/Aviation
FNA^^Norlandair^http://www.norlandair.is/
^RW^Hughes Airwest^
^HC^Hunting-Clan Air Transport^
FRE^FP^Freedom Air^http://www.freedomairguam.com/
KMA^KO^Komiaviatrans^http://www.komiaviatrans.ru/
^^LaMia^
^^Ishtar Airlines^
LCN^L9^Líneas Aéreas Canarias^
KAR^IK^Ikar^http://pegasfly.ru/
ILV^^Ilavia^
^II^Imperial Airlines^
IPU^VQ^Impulse Airlines^http://web.archive.org/*/http://www.impulseairlines.com.au
OAA^VQ^Impulse Airlines^http://web.archive.org/*/http://www.impulseairlines.com.au
IDN^^Independent Air^
ACY^^Indus Air^
NCN^N4^National Airlines^
INT^ND^Intair^
^^Inter-Canadien^
IEA^IP^Inter European Airways^
ENJ^EL^Nort Jet^
ITD^Y5^Inter Trans Avia^
NTV^^Interivoire^
IEA^^Intermediación Aérea^
IOU^I4^International AirLink^
IBZ^6I^International Business Air^http://www.iba.nu/
^IM^Invicta International Airlines^
^^Iona National Airways^http://www.ionaairways.com
ISA^IS^Island Airlines^
SOY^^Island Aviation^
^^Island Birds^http://www.islandbirds.com
^^Islands Nationair^
^^Prima Air^
JMC^MT^JMC Air^
RYJ^W2^Ryjet^
^^Jal Hans^
ARW^J6^Jamaica Air Shuttle^http://www.jamaicaairshuttle.com/
RPK^R0^Royal Airlines^http://www.ras.com.pk/
ESC^6S^Sol América^
TAN^TX^Transportes Aéreos Nacionales^
JAN^^Janes Aviation^http://www.janesaviation.co.uk/
JFL^JD^Japan Airlines Domestic^
^^Jaro International^
JAT^JU^Jat Airways AVIO taxi^
^JY^Jersey Airlines^
JES^^Jes Air^
BSK^J1^JetAmerica^
JGO^JG^JetGo Australia^http://www.jetgo.com/
JMG^GX^JetMagic^
^^Jet 24^
^^Jet Link Holland^
^^Jetisfaction^http://www.jetisfaction.com
^^Category:Radio stations in Oaxaca^
JCI^J4^Jordan International Air Cargo^http://www.jiac.com.jo/
JUC^^Juba Air Cargo^
^^Jupiter Airlines^http://www.jupiterairlines.com/
KMI^8K^K-Mile Air^http://www.k-mile.com/
KEA^^Kalahari Express Airlines^
^^Kalinga Airlines^
KFS^K9^Kalitta Charters^http://www.kalittacharters.com/
^^Kaltim Airlines^
KMP^E2^Kampuchea Airlines^
KPA^T7^Kang Pacific Airlines^http://www.flykpa.com/
KAR^KR^Karair^
^^Karibu Airways^
^^Karnali Air^
^^Stellar Airways^http://stellarairways.com/
KAT^6S^Kato Airline^http://www.katoair.no
^K4^Kazakhstan Airlines^
^^Kemerovo Aviation Enterprise^
^^Kencargo Airlines International^
KDA^KD^Kendell Airlines^
^^Key Airlines^
LYM^KG^Key Lime Air^http://www.keylimeair.com
^^Keyway Air Transport^
KNS^^Kinshasa Airways^
KHA^KR^Kitty Hawk Aircargo^http://web.archive.org/web/*/http://www.kha.com/
^^Kitty Hawk Airways^
KIA^KP^Kiwi International Air Lines^https://www.kiwi.com
KIC^KC^Kiwi Travel International Airlines^
^^Kiwijet^
KNX^4I^Knighthawk Air Express^
^^Komiavia^
KMV^8J^Komiinteravia^http://web.archive.org/web/*/www.komi.com/avia.asp
^^Konvers Avia^
KMG^^Kosmas Air^http://www.kosmasair.co.rs
KRS^KI^KrasAvia^http://www.ak-krasavia.ru
AAU^IM^Australia Asia Airlines^
^^Babcock Mission Critical Services Australasia^https://www.babcockinternational.com/Locations/Australasia
AAS^SO^Austrian Air Services^
UVT^^Auvia Air^
^^Avair^
VAT^OT^Avant Airlines^
ARB^3R^Avia Air^
^^AviaSelva^
SKX^JZ^Avia Express^http://www.aviaexpress.se/
^^Aviaarktika^
^^Aviación del Noroeste^
^^Aviación del Litoral Fluvial Argentino^
^^Aviajet^https://web.archive.org/web/20050404111011/http://www.aviajet.com/
^^Aviapanh^
VIT^MV^Aviastar^http://www.aviastar.biz/
^^Aviatour Air^
^^Aviones Comerciales de Guatemala^
AXG^^Avirex Guinée Equatoriale^
AZV^^Azov Avia Airlines^
CFV^A7^CALAFIAAIRLINES^https://www.calafiaairlines.com
GUE^^Aéreo Servicio Guerrero^http://www.asg.com.mx/
BET^^BETA Cargo^http://www.grupobeta.srv.br/empresas/beta_cargo/index.asp
BQB^5Q^BQB Líneas Aéreas^http://www.flybqb.com/
BQB^5Q^BQB Líneas Aéreas^https://www.amaszonas.com/es-uy/
BVI^XV^BVI Airways^http://www.gobvi.com/
^^BackpackersXpress^
RJD^RG^Rotana Jet^http://www.rotanajet.com/
^^Baires Fly^http://www.bairesfly.com
^QO^Bar Harbor Airlines^
BKL^^Barkol Airlines^http://www.barkol.ru/en
^^Barnhill & McGee Airways^
BVN^^Baron Aviation Services^http://www.baron-aviation.com
FKS^^Focus Air Cargo^
^6B^Baxter Aviation^
^^Bechuanaland National Airways^
BEK^Z9^Bek Air^http://www.bekair.com
^^Bel Air Aviation^http://www.belair.dk
^^Belgian International Air Service^
BVU^03^Bellview Airlines^
BMJ^CH^Bemidji Airlines^https://www.bemidjiaviation.com/
^^Bergen Aviation^
BYA^^Berry Aviation^http://www.berryaviation.com
BYR^^Berytos Airlines^http://www.berytosairlines.com/
BEA^5Q^Best Air^http://www.bestairbd.com
^^bidAir Cargo^https://www.bidaircargo.com/
BIG^^Big Island Air^http://www.bigislandair.com
^^Big Sky Express^
BHR^^Bighorn Airways^http://www.bighornairways.com/
BIM^AX^Binter Mediterraneo^
^^Birmingham European Airways^
THA^TH^Thai Airways Company^
JAA^JF^Jet Asia Airways^http://www.flyjetasia.com
BKK^^Blink^http://www.flyblink.com/
^^Blue Moon Aviation^
SBK^^Blue Sky Aviation Services^http://blueskyaviation.co.ke
^^Bonanza Air Lines^
BND^^Bond Offshore Helicopters^
BOO^^Bookajet^http://www.bookajet.com
BNA^^Borinquen Air^
^^Boun Oum Airways^
^^Q4950620^
BHT^PQ^Boğaziçi Hava Taşımacılığı^
^^Braathens Helikopter^
BNF^BN^Braniff^
^1X^Branson Air Express^http://www.bransonairexpress.com
BLC^JJ^Brasil Central Linhas Aéreas^
BCA^^Brasmex – Brasil Minas Express^
BHL^UH^Bristow Norway^
^^BritishJET^http://web.archive.org/*/http://www.britishjet.com
^^British Airways Helicopters^
BAT^BA^British Airways Limited^http://www.britishairways.com/
BAW^BR^British Asia Airways^
^^British Aviation Services^
^^British Caledonian in the 1980s^
^^British Caledonian in the 1970s^
^^British Continental Airways^
^^British Eagle^
BIA^^British Island Airways^
BNW^W9^British NorthWest Airlines^http://www.flybnwa.co.uk/
BRT^TH^British Regional Airlines^
^^British South American Airways^
^UK^British United Island Airways^
BTA^RU^Britt Airways^
^^Brockway Air^
BRY^BC^Brymon Airways^
^^Brymon European Airways^
^^Q4991759^
^^Fly Yeti^http://web.archive.org/web/*/http://www.flyyeti.com/
BCV^UQ^Business Aviation Center^http://www.bac.aero/en
BEE^BS^Busy Bee^
RWG^^C&M Airways^
CTZ^^CATA Línea Aérea^
^^CCAir^
CDC^GJ^Zhejiang Loong Airlines^http://www.loongair.cn
SCH^AW^CHC Airways^
^JX^CMC Aviation^http://www.cmcaviation.net/cmc-files/
OMT^CC^CM Airlines^http://www.cmairlines.com/
^^COTAIR^http://www.cotair.info/
IRO^^CSA Air^http://www.airt.net/csa.html
^^Cal Air International^
ORG^O7^Orenburzhye^http://www.orenairport.ru/eng/ak-orenburzhe/
^^Q18410026^
^^Q18410171^
^^Q18411697^
TIX^W2^Flexflight^http://www.flexflight.dk/
FXT^W2^Flexflight^http://www.flexflight.dk/
FZW^Z7^Zimbabwe flyafrica.com^http://flyafrica.com
HME^H3^Hermes Aviation^
AXE^ED^Palau Pacific Airways^http://www.palaupacificairways.com
^^Q18620648^http://www.eagle-aviation.de/
SAU^S1^Saurya Airlines^http://www.sauryaairlines.com/
CTO^J7^Air Croatia^http://www.aircroatia.eu
SOA^^Spear Air^
HRM^H3^Bosnian Wand Airlines^http://www.bwairlines.com
CXE^9Q^Caicos Express Airways^http://caicosexpress.com/
^^Nordavia (Deutschland)^
^^British Columbia Airways^
^^Q19259875^http://www.avianca.com/en-cr/
^^Q19259876^http://www.avianca.com/en-sv/
^^Q19259877^http://www.avianca.com/en-gt/
^^Q19259878^http://www.avianca.com/en-hn/
GAA^Z5^Global Africa Aviation^
HCN^^Naske Air^
^^Aeropanamericano^
AJD^^Vista Georgia^http://www.vistageorgia.aero/
TBA^^Air Kärnten^https://web.archive.org/web/20150209222427/http://www.airkaernten.at/
ACV^2S^Air Carnival^https://aircarnival.in/
^^RusJet^
^^Air Samara^
^^Agderfly^
PPL^OP^Air Pegasus^http://www.airpegasus.in/
SOR^GO^Air Stord^
CSX^^Choice Airways^http://www.choiceairways.net
^^Mørefly^
NZA^ZQ^Newmans Air^
^^Nordsjøfly^
ORN^U3^Orange Air^http://www.flyorangeair.com/
^^Sørfly^
^P1^Texas Sky^http://texassky.com/
SRY^VC^ViaAir^http://www.flyviaair.com/
GFT^3M^Gulfstream International Airlines^
^^flymojo^http://www.flymojo.com.my/
GSW^GM^Germania Flug AG^http://www.germania.ch/
DGB^YM^Air Dabia^
^^Carson Air^http://www.carsonair.com/
^^Handley Page Indo-Burmese Transport^
^^Q19834169^
^^Air Horizont^
^^Q19834426^
^^Q19835508^http://www.bishwoairways.com/
^^Bremerhaven Airline^
SKH^^Sakha Avia^
^^Piquiatuba Transportes Aéreos^
^AT^Ad Astral Aviation^http://www.adastral.com.au
^^Air Spain^
^FN^Niue Airlines^
LLP^P7^Small Planet Airlines^
^^Canada Jetlines^
^^Dominican Wings^
^^Tessel Air^
^^Klaipedos Avialinijos^
SUR^^Sun Air^
GP^^HADAG Air^
HLE^HX^Hanse Express^
^^Q19971685^http://www.holidayexpress.org
^^Jonair^http://www.jonair.se/
RGR^3R^Avior Regional^https://www.aviorair.com/
NIN^6N^Niger Airlines^http://nigerairlines.net/
EWZ^^East Wing^
^^AeroDesierto^http://www.aerodesierto.com
UJX^UH^AtlasGlobal Ukraine^http://www.atlasglb.com.ua/
PYA^^Pouya Cargo Air^http://www.pouyaair.com/Default.aspx
^^Q20112212^
FBA^IF^Fly Baghdad^http://www.flybaghdad.net/
^^Alpha Star Aviation^
RFG^VG^RFG – Regionalflug^
RAT^^Ratioflug Luftfahrtunternehmen^
KRL^^Kiwi Regional Airlines^http://flykiwiair.co.nz//
PRW^6F^Primera Air Nordic^http://www.primeragroup.com
CYF^U8^Tus Airways^http://tusairways.com/
^^Air Italica^
^J1^OneJet^http://www.onejet.com/
OGN^OG^Originair^https://www.originair.co.nz
ZXZ^IQ^Qazaq Air^https://www.flyqazaq.com/en
CBG^GX^GX Airlines^http://www.gxairlines.com
^^People and Pets Dog Airlines^http://www.peopleandpetsair.com
^^Great Lakes Air^
CNA^BE^Centennial Airlines^
GAL^G2^Albatros Airlines^http://www.albatrosair.com.ve
SWZ^C9^Skywise Airlines^https://www.skywise.co.za
^^Q20737194^
^^Q20737358^http://www.valorfly.eu/
FYW^^Flyways airlines^http://flyways.com.br/
^^LATAM^https://www.latam.com/
CGA^8Z^Congo Airways^http://congoairways.com
^^OLT Express Regional^
^^Q20828717^http://www.star-wings.com/
^^Q20828743^
ALD^AL^Air Leisure^http://www.air-leisure.com
^^Nexus Airlines^
WAN^KW^Wataniya Airways^http://www.wataniyaairways.com/
MSA^ML^Malaysia-Singapore Airlines^
PBN^DJ^Pacific Blue Airlines^
CCP^MG^Champion Air^http://www.championair.com/
KLC^WA^KLM Cityhopper^http://www.klmcityhopper.nl/
CGN^2Z^Chang'an Airlines^http://www.airchangan.com
^CW^Channel Airways^
EXS^LS^Channel Express^http://www.channel-express.co.uk/
FWA^I4^Interstate Airlines^
ORT^^Air Orient^
JZR^J9^Jazeera Airways^http://www.jazeeraairways.com
NOK^DD^Nok Air^http://www.nokair.com/
UTA^UT^UTair Aviation^http://www.utair.ru
AIC^AI^Air India Cargo^http://home.airindia.in
VLK^XF^Vladivostok Air^http://www.vladivostokavia.ru/
OEA^OX^Orient Thai Airlines^http://www.flyorientthai.com/
CKK^CK^China Cargo Airlines^http://www.ckair.com/index.html
HXA^G5^China Express Airlines^http://www.chinaexpressair.com/
CNW^WH^China Northwest Airlines^http://web.archive.org/web/*/http://www.cnwa.com
CYZ^CF^China Postal Airlines^http://www.cnpostair.com/
CHB^PN^West Air^http://www.chinawestair.com
CXH^XW^China Xinhua Airlines^http://www.chinaxinhuaair.com/
CUA^KN^China United Airlines^http://www.cu-air.com
HBH^NS^Hebei Airlines^http://www.hbhk.com.cn/
