3char_code^2char_code^name^website
AAM^^Air America^
AXY^9X^New Axis Airways^
ASH^YV^Mesa Airlines^http://www.mesa-air.com
CID^^Asia Continental Airlines^
RYN^RD^Ryan International Airlines^http://www.iflyryan.com/
CMP^CM^Copa Airlines^https://www.copaair.com
^^Flightlink^
PSD^TO^President Airlines^http://www.presidentairlines.com
LOG^LC^Loganair^http://www.loganair.co.uk
JSA^3K^Jetstar Asia Airways^http://www.jetstar.com
^^Austin Express^
TOM^BY^Thomsonfly^http://flights.thomson.co.uk
CHK^OP^Chalk's International Airlines^http://web.archive.org/*/www.flychalks.com
AUS^NO^Aus-Air^
^^Austin Airways^
^^Comores Air Services^http://airservicecomores.com/
BRX^DC^Kullaflyg^http://www.kullaflyg.se/
^^Danair^
^^Plaza Servicios Aéreos^http://www.plazaserviciosaereos.net/
^3X^Q20871127^http://www.premiertransaire.com
^^Madagasikara Airways^
FBU^BF^French Bee^http://www.frenchblue.com/
JNA^J6^Joon Airlines^https://www.airfrance.fr/FR/en/local/home/joon/HomePageJoonAction.do
JON^JN^Joon Airlines^https://www.airfrance.fr/FR/en/local/home/joon/HomePageJoonAction.do
JON^J6^Joon Airlines^https://www.airfrance.fr/FR/en/local/home/joon/HomePageJoonAction.do
TVQ^6D^Travel Service Slovakia^
STP^8F^STP Airways^http://www.stpairways.st/stpairways/index.asp?id_sessionlangue=2
SGU^PI^Sol del Paraguay^
CCA^CA^Civil Aviation Administration of China^http://www.caac.gov.cn
EAA^KR^Air Bishkek^http://www.airbishkek.kg/
LBR^^Elbe Air^
MOV^NN^VIM Airlines^http://www.vim-avia.com
^^Air Toulouse^
TBM^HH^Taban Air^http://www.taban.aero
GEC^FX^German Cargo^
^^Q55371187^
WUK^W9^Wizz Air UK^
FOO^VK^Anisec^
TRH^^Turukhan Airlines^
^^Beijing Airlines^
KEJ^^Kaz Air Jet^http://kazairjet.kz/
ERH^^Era Helicopters^https://www.erahelicopters.com
PTG^PV^PrivatAir Gmbh^
EST^EE^Regional Jet^https://www.nordica.ee/
NAN^DH^Norwegian Air Norway^
^^E-Cargo^
HLE^HL^Holiday Express (airline)^
AL^^Air Lloyd^
^^Avanti Aviation Aachen^
VHM^^VHM Damme^
LWI^^Lumiwings^http://www.lumiwings.com/
^^Swiss Helicopter^https://www.swisshelicopter.ch/de/
^^Q56574187^
CAZ^^Cat Aviation^https://www.cat-aviation.com/
^^Air Corviglia^https://www.aircorviglia.com/
^^Tchadia Airlines^
SLR^K5^Silverstone Air^http://www.silverstoneair.com
^^Genghis Khan Airlines^
^^Q57980893^
LPA^^Air Leap^https://www.airleap.se/
MAV^^Manta Air^http://www.mantaair.mv/
FNK^^Q58827273^https://www.d-funk.de/de/
JOC^^Just Us Air^
^^Tor-Air^
^^Q59186361^
^^Pacific Air Express^
NSW^^Norwegian Air Sweden^https://www.norwegian.com/se/
FBS^^FlyBosnia^http://www.flybosnia.ba/
UNS^2S^Sunny Airways^http://www.sunnyair.co.th
^^Varsity Express^http://flyvarsity.com
^^Vektra Aviation^
^^Jamair^
