Three-Letter City Code	City Name	State/Pro.	Country Code	Time Zone Code	STV	Three-Letter Airport Code	Airport Name	Numeric Code	Location Type	Type Name	Aggregated Name
SHV	Shreveport	LA	US	2		DTN	Downtown		3	Airport	Shreveport Downtown Airport
SHV	Shreveport	LA	US	2		SHV	Metropolitan Area		2	Metropolitan Area	Shreveport Metropolitan Area
SHV	Shreveport	LA	US	2		SHV	Regional	4493	3	Airport	Shreveport Regional Airport
SHW	Sharurah		SA			SHW		4494	3	Airport	Sharurah Airport
SHX	Shageluk	AK	US	5		SHX		4495	3	Airport	Shageluk Airport
SHY	Shinyanga		TZ			SHY	Ibadakuli	4496	3	Airport	Shinyanga Ibadakuli Airport
SHZ	Seshote		LS			SHZ			3	Airport	Seshote Airport
SIA	Xi'an		CN			SIA	Metropolitan Area		2	Metropolitan Area	Xi'an Metropolitan Area
SIA	Xi'an		CN			SIA	Xiguan	4497	3	Airport	Xi'an Xiguan Airport
SIA	Xi'an		CN			XIY	Xianyang Intl		3	Airport	Xi'an Xianyang Intl Airport
SIB	Sibiti		CG			SIB		4498	3	Airport	Sibiti Airport
SIC	San Jose Island		PA			SIC			3	Airport	San Jose Island Airport
SID	Sal Island		CV			SID	Amilcar Cabral Intl	4500	3	Airport	Sal Island Amilcar Cabral Intl Airport
SIE	Sines		PT	1		SIE			3	Airport	Sines Airport
SIF	Simara		NP			SIF		4501	3	Airport	Simara Airport
SIH	Dipayal Silgadhi		NP			SIH	Doti	4503	3	Airport	Dipayal Silgadhi Doti Airport
SII	Sidi Ifni		MA			SII	Sania Ramel	4504	3	Airport	Sidi Ifni Sania Ramel Airport
SIJ	Siglufjordur		IS			SIJ		4505	3	Airport	Siglufjordur Airport
SIK	Sikeston	MO	US	2		SIK	Memorial		3	Airport	Sikeston Memorial Airport
SIL	Sila		PG			SIL		4506	3	Airport	Sila Airport
SIM	Simbai		PG			SIM		4507	3	Airport	Simbai Airport
SIN	Singapore		SG			QPG	Paya Lebar		3	Airport	Singapore Paya Lebar Airport
SIN	Singapore		SG			SIN	Changi	4508	3	Airport	Singapore Changi Airport
SIN	Singapore		SG			SIN	Metropolitan Area		2	Metropolitan Area	Singapore Metropolitan Area
SIN	Singapore		SG			TGA	Tengah		3	Airport	Singapore Tengah Airport
SIN	Singapore		SG			XSP	Seletar		3	Airport	Singapore Seletar Airport
SIO	Smithton	TS	AU	2	A	SIO		4509	3	Airport	Smithton Airport
SIP	Simferopol		UA			SIP	International	4510	3	Airport	Simferopol International Airport
SIQ	Singkep		ID	1		SIQ	Dabo	4511	3	Airport	Singkep Dabo Airport
SIR	Sion		CH			SIR			3	Airport	Sion Airport
SIS	Sishen		ZA			SIS		4512	3	Airport	Sishen Airport
SIT	Sitka	AK	US	5		SIT		4513	3	Airport	Sitka Airport
SIU	Siuna		NI			SIU		4514	3	Airport	Siuna Airport
SIV	Sullivan	IN	US	1		SIV	County		3	Airport	Sullivan County Airport
SIW	Parapat		ID	1		SIW	Sibisa		3	Airport	Parapat Sibisa Airport
SIX	Singleton	NS	AU	2		SIX		4515	3	Airport	Singleton Airport
SIY	Montague	CA	US	4		ROF	Yreka Rohrer Field		3	Airport	Montague Yreka Rohrer Field Airport
SIY	Montague	CA	US	4		SIY	Metropolitan Area		2	Metropolitan Area	Montague Metropolitan Area
SIY	Montague	CA	US	4		SIY	Siskiyou County	4516	3	Airport	Montague Siskiyou County Airport
SIZ	Sissano		PG			SIZ			3	Airport	Sissano Airport
SJA	San Juan		PE			SJA		4517	3	Airport	San Juan Airport
SJB	San Joaquin		BO			SJB		4518	3	Airport	San Joaquin Airport
SJC	San Jose	CA	US	4		RHV	Reid-Hillview		3	Airport	San Jose Reid-Hillview Airport
SJC	San Jose	CA	US	4		SJC	Metropolitan Area		2	Metropolitan Area	San Jose Metropolitan Area
SJC	San Jose	CA	US	4		SJC	Norman Y. Mineta Intl	4519	3	Airport	San Jose Norman Y. Mineta Intl Airport
SJC	San Jose	CA	US	4		ZJO	Bus Station		4	Bus Station	San Jose Bus Station
SJD	San Jose Cabo		MX	2		SJD	Los Cabos	4520	3	Airport	San Jose Cabo Los Cabos Airport
SJE	San Jose Del Gua		CO			SJE		4521	3	Airport	San Jose Del Gua Airport
SJF	St John Island		VI			SJF		4522	3	Airport	St John Island Airport
SJG	San Pedro Jagua		CO			SJG		4523	3	Airport	San Pedro Jagua Airport
SJH	San Juan Del Cesar		CO			SJH			3	Airport	San Juan Del Cesar Airport
SJI	San Jose		PH			SJI		4524	3	Airport	San Jose Airport
SJJ	Sarajevo		BA			SJJ	International	4525	3	Airport	Sarajevo International Airport
SJK	Sao Jose Dos Campos	SP	BR	1		SJK		4526	3	Airport	Sao Jose Dos Campos Airport
SJL	Sao Gabriel	AM	BR	2	A	SJL	Da Cachoeira		3	Airport	Sao Gabriel Da Cachoeira Airport
SJM	San Juan		DO			SJM			3	Airport	San Juan Airport
SJN	St Johns	AZ	US	3	A	SJN	Municipal	4528	3	Airport	St Johns Municipal Airport
SJO	San Jose		CR			SJO	Juan Santamaria Intl	4529	3	Airport	San Jose Juan Santamaria Intl Airport
SJP	Sao Jose Do Rio Preto	SP	BR	1		SJP		4530	3	Airport	Sao Jose Do Rio Preto Airport
SJQ	Sesheke		ZM			SJQ		4531	3	Airport	Sesheke Airport
SJR	San Juan D Ur		CO			SJR		4532	3	Airport	San Juan D Ur Airport
SJS	San Jose		BO			SJS		4533	3	Airport	San Jose Airport
SJT	San Angelo	TX	US	2		GOF	Goodfellow AFB		3	Airport	San Angelo Goodfellow AFB Airport
SJT	San Angelo	TX	US	2		SJT	Mathis Field	4534	3	Airport	San Angelo Mathis Field Airport
SJT	San Angelo	TX	US	2		SJT	Metropolitan Area		2	Metropolitan Area	San Angelo Metropolitan Area
SJU	San Juan		PR			SIG	Isla Grande	4502	3	Airport	San Juan Isla Grande Airport
SJU	San Juan		PR			SJU	Luis Munoz Marin Intl	4535	3	Airport	San Juan Luis Munoz Marin Intl Airport
SJU	San Juan		PR			SJU	Metropolitan Area		2	Metropolitan Area	San Juan Metropolitan Area
SJV	San Javier		BO			SJV		4536	3	Airport	San Javier Airport
SJW	Shijiazhuang		CN			SJW	Zhengding Intl		3	Airport	Shijiazhuang Zhengding Intl Airport
SJX	Sartaneja		BZ			SJX		4537	3	Airport	Sartaneja Airport
SJY	Seinajoki		FI			SJY			3	Airport	Seinajoki Airport
SJZ	Sao Jorge Island		PT	2		SJZ			3	Airport	Sao Jorge Island Airport
SKB	St Kitts		KN			SKB	Golden Rock	4538	3	Airport	St Kitts Golden Rock Airport
SKC	Suki		PG			SKC			3	Airport	Suki Airport
SKD	Samarkand		UZ			SKD	International	4539	3	Airport	Samarkand International Airport
SKE	Skien		NO			SKE	Geiteryggen	4540	3	Airport	Skien Geiteryggen Airport
SKG	Thessaloniki		GR			SKG	Makedonia		3	Airport	Thessaloniki Makedonia Airport
SKH	Surkhet		NP			SKH		4542	3	Airport	Surkhet Airport
SKI	Skikda		DZ			SKI		4543	3	Airport	Skikda Airport
SKJ	Sitkinak Island	AK	US	5		SKJ	Sitkinak CGS	4544	3	Airport	Sitkinak Island Sitkinak CGS Airport
SKK	Shaktoolik	AK	US	5		SKK		4545	3	Airport	Shaktoolik Airport
SKL	Skye		GB			SKL	Broadford	4546	3	Airport	Skye Broadford Airport
SKM	Skeldon		GY			SKM		4547	3	Airport	Skeldon Airport
SKN	Stokmarknes		NO			SKN	Skagen	4548	3	Airport	Stokmarknes Skagen Airport
SKO	Sokoto		NG			SKO	Sadiq Abubakar III Int	4549	3	Airport	Sokoto Sadiq Abubakar III Int Airport
SKP	Skopje		MK			SKP	Alexander the Great	4550	3	Airport	Skopje Alexander the Great Airport
SKQ	Sekake		LS			SKQ		4551	3	Airport	Sekake Airport
SKR	Shakiso		ET			SKR			3	Airport	Shakiso Airport
SKS	Vojens		DK			SKS	Skrydstrup	4552	3	Airport	Vojens Skrydstrup Airport
SKS	Vojens		DK			XJE	Railway Station		5	Railway Station	Vojens Railway Station
SKT	Sialkot		PK			SKT	International		3	Airport	Sialkot International Airport
SKU	Skyros		GR			SKU			3	Airport	Skyros Airport
SKV	St Catherine		EG			SKV	International	4553	3	Airport	St Catherine International Airport
SKW	Skwentna	AK	US	5		SKW	Intermediate	4554	3	Airport	Skwentna Intermediate Airport
SKX	Saransk		RU	2		SKX			3	Airport	Saransk Airport
SKY	Sandusky	OH	US	1		SKY	Griffing Sandusky		3	Airport	Sandusky Griffing Sandusky Airport
SKZ	Sukkur		PK			SKZ		4555	3	Airport	Sukkur Airport
SLA	Salta	SA	AR			SLA	Gen Martin M de Guemes	4556	3	Airport	Salta Gen Martin M de Guemes Airport
SLB	Storm Lake	IA	US	2		SLB	Municipal	4557	3	Airport	Storm Lake Municipal Airport
SLC	Salt Lake City	UT	US	3		SLC	International	4558	3	Airport	Salt Lake City International Airport
SLD	Sliac		SK			SLD		4559	3	Airport	Sliac Airport
SLE	Salem	OR	US	4		SLE	Mcnary Field	4560	3	Airport	Salem Mcnary Field Airport
SLF	Sulayel		SA			SLF		4561	3	Airport	Sulayel Airport
SLG	Siloam Springs	AR	US	2		SLG	Smith Field		3	Airport	Siloam Springs Smith Field Airport
SLH	Sola		VU			SLH	Vanua Lava	4562	3	Airport	Sola Vanua Lava Airport
SLI	Solwezi		ZM			SLI		4563	3	Airport	Solwezi Airport
SLJ	Solomon	WA	AU	4		SLJ			3	Airport	Solomon Airport
SLK	Saranac Lake	NY	US	1		SLK	Adirondack	4564	3	Airport	Saranac Lake Adirondack Airport
SLL	Salalah		OM			SLL		4565	3	Airport	Salalah Airport
SLM	Salamanca		ES	1		SAJ	Bus Station		4	Bus Station	Salamanca Bus Station
SLM	Salamanca		ES	1		SEJ	Railway Station		5	Railway Station	Salamanca Railway Station
SLM	Salamanca		ES	1		SLM	Airport		3	Airport	Salamanca Airport
SLN	Salina	KS	US	2		SLN		4566	3	Airport	Salina Airport
SLO	Salem	IL	US	2		SLO	Leckrone		3	Airport	Salem Leckrone Airport
SLP	San Luis Potosi		MX	1		SLP		4567	3	Airport	San Luis Potosi Airport
SLQ	Sleetmute	AK	US	5		SLQ		4568	3	Airport	Sleetmute Airport
SLR	Sulphur Springs	TX	US	2		SLR			3	Airport	Sulphur Springs Airport
SLS	Silistra		BG			SLS	Polkovnik-Lambrinovo	4569	3	Airport	Silistra Polkovnik-Lambrinovo Airport
SLT	Salida	CO	US	3		SLT		4570	3	Airport	Salida Airport
SLU	St Lucia		LC			SLU	George F.L. Charles	4571	3	Airport	St Lucia George F.L. Charles Airport
SLU	St Lucia		LC			SLU	Metropolitan Area		2	Metropolitan Area	St Lucia Metropolitan Area
SLU	St Lucia		LC			UVF	Hewanorra	5232	3	Airport	St Lucia Hewanorra Airport
SLV	Shimla		IN			SLV			3	Airport	Shimla Airport
SLW	Saltillo		MX	1		SLW		4573	3	Airport	Saltillo Airport
SLX	Salt Cay		TC			SLX		4574	3	Airport	Salt Cay Airport
SLY	Salekhard		RU	4		SLY			3	Airport	Salekhard Airport
SLZ	Sao Luis	MA	BR	1	A	SLZ	Mal. Cunha Machado		3	Airport	Sao Luis Mal. Cunha Machado Airport
SMA	Santa Maria Island		PT	2		SMA		4576	3	Airport	Santa Maria Island Airport
SMB	Cerro Sombrero		CL	1		SMB		4577	3	Airport	Cerro Sombrero Airport
SMC	Santa Maria		CO			SMC		4578	3	Airport	Santa Maria Airport
SME	Somerset	KY	US	1		SME	Pulaski County		3	Airport	Somerset Pulaski County Airport
SMG	Santa Maria		PE			SMG			3	Airport	Santa Maria Airport
SMH	Sapmanga		PG			SMH			3	Airport	Sapmanga Airport
SMI	Samos		GR			SMI	Aristarchos of Samos	4580	3	Airport	Samos Aristarchos of Samos Airport
SMJ	Sim		PG			SMJ		4581	3	Airport	Sim Airport
SMK	St Michael	AK	US	5		SMK		4582	3	Airport	St Michael Airport
SML	Stella Maris		BS			SML	Estate Airstrip	4583	3	Airport	Stella Maris Estate Airstrip Airport
SMM	Semporna		MY			SMM		4584	3	Airport	Semporna Airport
SMN	Salmon	ID	US	3		SMN		4585	3	Airport	Salmon Airport
SMO	Santa Monica	CA	US	4		SMO			3	Airport	Santa Monica Airport
SMP	Stockholm		PG			SMP		4587	3	Airport	Stockholm Airport
SMQ	Sampit		ID	1		SMQ	H.Asan		3	Airport	Sampit H.Asan Airport
SMR	Santa Marta		CO			SMR	Simon Bolivar	4588	3	Airport	Santa Marta Simon Bolivar Airport
SMS	Sainte-Marie		MG			SMS		4589	3	Airport	Sainte-Marie Airport
SMU	Sheep Mountain	AK	US	5		SMU			3	Airport	Sheep Mountain Airport
SMV	St Moritz		CH			SMV	Engadin	4591	3	Airport	St Moritz Engadin Airport
SMV	St Moritz		CH			ZKH	Railway Station		5	Railway Station	St Moritz Railway Station
SMW	Smara		MA			SMW		4592	3	Airport	Smara Airport
SMX	Santa Maria	CA	US	4		SMX	Public	4593	3	Airport	Santa Maria Public Airport
SMY	Simenti		SN			SMY		4594	3	Airport	Simenti Airport
SMZ	Stoelmans Eiland		SR			SMZ		4595	3	Airport	Stoelmans Eiland Airport
SNA	Santa Ana	CA	US	4		DNT	Downtown Heliport		6	Heliport	Santa Ana Downtown Heliport
SNA	Santa Ana	CA	US	4		JOC	Centerport Heliport		6	Heliport	Santa Ana Centerport Heliport
SNA	Santa Ana	CA	US	4		SNA	John Wayne	4596	3	Airport	Santa Ana John Wayne Airport
SNA	Santa Ana	CA	US	4		SNA	Metropolitan Area		2	Metropolitan Area	Santa Ana Metropolitan Area
SNB	Milikapiti	NT	AU	3	A	SNB	Snake Bay	4597	3	Airport	Milikapiti Snake Bay Airport
SNC	Salinas		EC	1		SNC		4598	3	Airport	Salinas Airport
SNE	Sao Nicolau Island		CV			SNE	Preguica	4600	3	Airport	Sao Nicolau Island Preguica Airport
SNF	San Felipe		VE			SNF		4601	3	Airport	San Felipe Airport
SNG	San Ignacio De Velasco		BO			SNG		4602	3	Airport	San Ignacio De Velasco Airport
SNH	Stanthorpe	QL	AU	2	B	SNH		4603	3	Airport	Stanthorpe Airport
SNI	Greenville		LR			SNI	R.E. Murray	4604	3	Airport	Greenville R.E. Murray Airport
SNJ	San Julian		CU			SNJ			3	Airport	San Julian Airport
SNK	Snyder	TX	US	2		SNK	Winston Field	4605	3	Airport	Snyder Winston Field Airport
SNL	Shawnee	OK	US	2		SNL	Municipal		3	Airport	Shawnee Municipal Airport
SNM	San Ignacio De M		BO			SNM		4606	3	Airport	San Ignacio De M Airport
SNN	Shannon		IE			SNN	International	4607	3	Airport	Shannon International Airport
SNO	Sakon Nakhon		TH			SNO		4608	3	Airport	Sakon Nakhon Airport
SNP	Saint Paul Island	AK	US	5		SNP		4609	3	Airport	Saint Paul Island Airport
SNQ	San Quintin		MX	3		SNQ		4610	3	Airport	San Quintin Airport
SNR	St-Nazaire		FR			SNR	Montoir	4611	3	Airport	St-Nazaire Montoir Airport
SNS	Salinas	CA	US	4		SNS		4612	3	Airport	Salinas Airport
SNT	Sabana De Torres		CO			SNT		4613	3	Airport	Sabana De Torres Airport
SNU	Santa Clara		CU			SNU		4614	3	Airport	Santa Clara Airport
SNV	Santa Elena		VE			SNV		4615	3	Airport	Santa Elena Airport
SNW	Thandwe		MM			SNW		4616	3	Airport	Thandwe Airport
SNX	Sabana De Mar		DO			SNX		4617	3	Airport	Sabana De Mar Airport
SNY	Sidney	NE	US	3		SNY		4618	3	Airport	Sidney Airport
SNZ	Santa Cruz	RN	BR	1	A	SNZ			3	Airport	Santa Cruz Airport
SOA	Soc Trang		VN			SOA			3	Airport	Soc Trang Airport
SOB	Heviz		HU			HVZ	MA Bus Station		4	Bus Station	Heviz MA Bus Station
SOB	Heviz		HU			SOB	Balaton		3	Airport	Heviz Balaton Airport
SOC	Surakarta (Solo)		ID	1		SOC	Adi Sumarmo	4620	3	Airport	Surakarta (Solo) Adi Sumarmo Airport
SOD	Sorocaba	SP	BR	1		SOD			3	Airport	Sorocaba Airport
SOE	Souanke		CG			SOE		4621	3	Airport	Souanke Airport
SOF	Sofia		BG			SOF			3	Airport	Sofia Airport
SOG	Sogndal		NO			SOG	Haukasen	4623	3	Airport	Sogndal Haukasen Airport
SOH	Solita		CO			SOH		4624	3	Airport	Solita Airport
SOI	South Molle Island	QL	AU	2	B	SOI	Heliport	4625	6	Heliport	South Molle Island Heliport
SOJ	Sorkjosen		NO			SOJ		4626	3	Airport	Sorkjosen Airport
SOK	Semongkong		LS			SOK		4627	3	Airport	Semongkong Airport
SOL	Solomon	AK	US	5		SOL		4628	3	Airport	Solomon Airport
SOM	San Tome		VE			SOM	El Tigre	4629	3	Airport	San Tome El Tigre Airport
SON	Luganville		VU			SON	Santo-Pekoa Intl	4630	3	Airport	Luganville Santo-Pekoa Intl Airport
SOO	Soderhamn		SE			SOO			3	Airport	Soderhamn Airport
SOP	Southern Pines	NC	US	1		SOP	Pinehurst-S. Pines	4632	3	Airport	Southern Pines Pinehurst-S. Pines Airport
SOQ	Sorong		ID	3		SOQ	Domine Eduard Osok	4633	3	Airport	Sorong Domine Eduard Osok Airport
SOR	Al Thaurah		SY			SOR		4634	3	Airport	Al Thaurah Airport
SOT	Sodankyla		FI			SOT			3	Airport	Sodankyla Airport
SOU	Southampton		GB			SOU		4635	3	Airport	Southampton Airport
SOV	Seldovia	AK	US	5		SOV		4636	3	Airport	Seldovia Airport
SOW	Show Low	AZ	US	3	A	SOW		4637	3	Airport	Show Low Airport
SOX	Sogamoso		CO			SOX		4638	3	Airport	Sogamoso Airport
SOY	Stronsay		GB			SOY		4639	3	Airport	Stronsay Airport
SOZ	Solenzara		FR			SOZ			3	Airport	Solenzara Airport
SPA	Spartanburg	SC	US	1		SPA	Downtown Memorial	4640	3	Airport	Spartanburg Downtown Memorial Airport
SPC	Santa Cruz de la Palma		ES	2		SPC	La Palma	4642	3	Airport	Santa Cruz de la Palma La Palma Airport
SPD	Saidpur		BD			SPD		4643	3	Airport	Saidpur Airport
SPE	Sepulot		MY			SPE		4644	3	Airport	Sepulot Airport
SPF	Spearfish	SD	US	3		SPF	Black Hills		3	Airport	Spearfish Black Hills Airport
SPG	St Petersburg	FL	US	1		SPG	Whitted		3	Airport	St Petersburg Whitted Airport
SPH	Sopu		PG			SPH			3	Airport	Sopu Airport
SPI	Springfield	IL	US	2		SPI	Capital	4645	3	Airport	Springfield Capital Airport
SPJ	Sparta		GR			SPJ		4646	3	Airport	Sparta Airport
SPK	Sapporo		JP			CTS	New Chitose	1085	3	Airport	Sapporo New Chitose Airport
SPK	Sapporo		JP			OKD	Okadama	3670	3	Airport	Sapporo Okadama Airport
SPK	Sapporo		JP			SPK	Metropolitan Area		2	Metropolitan Area	Sapporo Metropolitan Area
SPM	Spangdahlem		DE			SPM	Air Base		3	Airport	Spangdahlem Air Base Airport
SPN	Saipan		MP			SPN	Francisco C. Ada Intl		3	Airport	Saipan Francisco C. Ada Intl Airport
SPO	San Pablo		ES	1		SPO	Railway Station		5	Railway Station	San Pablo Railway Station
SPP	Menongue		AO			SPP		4648	3	Airport	Menongue Airport
SPQ	San Pedro	CA	US	4		SPQ	Catalina SPB	4649	3	Airport	San Pedro Catalina SPB Airport
SPR	San Pedro		BZ			SPR		4650	3	Airport	San Pedro Airport
SPS	Wichita Falls	TX	US	2		KIP	Kickapoo		3	Airport	Wichita Falls Kickapoo Airport
SPS	Wichita Falls	TX	US	2		SPS	Metropolitan Area		2	Metropolitan Area	Wichita Falls Metropolitan Area
SPS	Wichita Falls	TX	US	2		SPS	Sheppard AFB	4651	3	Airport	Wichita Falls Sheppard AFB Airport
SPT	Sipitang		MY			SPT		4652	3	Airport	Sipitang Airport
SPU	Split		HR			SPU		4653	3	Airport	Split Airport
SPV	Sepik Plains		PG			SPV			3	Airport	Sepik Plains Airport
SPW	Spencer	IA	US	2		SPW	Municipal	4654	3	Airport	Spencer Municipal Airport
SPY	San-Pedro		CI			SPY		4655	3	Airport	San-Pedro Airport
SPZ	Springdale	AR	US	2		SPZ	Municipal	4656	3	Airport	Springdale Municipal Airport
SQA	Santa Ynez	CA	US	4		SQA			3	Airport	Santa Ynez Airport
SQB	Santa Ana		CO			SQB		4657	3	Airport	Santa Ana Airport
SQC	Southern Cross	WA	AU	4		SQC		4658	3	Airport	Southern Cross Airport
SQE	San Luis De Pale		CO			SQE		4659	3	Airport	San Luis De Pale Airport
SQF	Solano		CO			SQF			3	Airport	Solano Airport
SQG	Sintang		ID	1		SQG	Susilo		3	Airport	Sintang Susilo Airport
SQH	Son La		VN			SQH	Na San		3	Airport	Son La Na San Airport
SQI	Sterling Rockfalls	IL	US	2		SQI	Whiteside County	4660	3	Airport	Sterling Rockfalls Whiteside County Airport
SQK	Sidi Barrani		EG			SQK			3	Airport	Sidi Barrani Airport
SQL	San Carlos	CA	US	4		SQL			3	Airport	San Carlos Airport
SQM	Sao Miguel Araguaia	GO	BR	1		SQM		4661	3	Airport	Sao Miguel Araguaia Airport
SQN	Sanana		ID	3		SQN	Emalamo		3	Airport	Sanana Emalamo Airport
SQO	Storuman		SE			SQO			3	Airport	Storuman Airport
SQQ	Siauliai		LT			SQQ	International		3	Airport	Siauliai International Airport
SQR	Soroako		ID	2		SQR		4663	3	Airport	Soroako Airport
SQS	San Ignacio		BZ			SQS	Matthew Spain		3	Airport	San Ignacio Matthew Spain Airport
SQT	Samarai Island		PG			SQT	China Strait		3	Airport	Samarai Island China Strait Airport
SQU	Saposoa		PE			SQU			3	Airport	Saposoa Airport
SQV	Sequim	WA	US	4		SQV	Sequim Valley		3	Airport	Sequim Sequim Valley Airport
SQW	Skive		DK			SQW	Airport		3	Airport	Skive Airport
SQW	Skive		DK			ZKN	Railway Station		5	Railway Station	Skive Railway Station
SQX	Sao Miguel Do Oeste	SC	BR	1		SQX			3	Airport	Sao Miguel Do Oeste Airport
SQY	Sao Lourenco Do Sul	RS	BR	1		SQY			3	Airport	Sao Lourenco Do Sul Airport
SQZ	Scampton		GB			SQZ	RAF Station		3	Airport	Scampton RAF Station Airport
SRA	Santa Rosa	RS	BR	1		SRA		4664	3	Airport	Santa Rosa Airport
SRB	Santa Rosa		BO			SRB		4665	3	Airport	Santa Rosa Airport
SRC	Searcy	AR	US	2		SRC		4666	3	Airport	Searcy Airport
SRD	San Ramon		BO			SRD		4667	3	Airport	San Ramon Airport
SRE	Sucre		BO			SRE		4668	3	Airport	Sucre Airport
SRF	San Rafael	CA	US	4		JSG	Heliport		6	Heliport	San Rafael Heliport
SRF	San Rafael	CA	US	4		SRF	Hamilton Field		3	Airport	San Rafael Hamilton Field Airport
SRF	San Rafael	CA	US	4		SRF	Metropolitan Area		2	Metropolitan Area	San Rafael Metropolitan Area
SRG	Semarang		ID	1		SRG	Ahmad Yani	4669	3	Airport	Semarang Ahmad Yani Airport
SRH	Sarh		TD			SRH		4670	3	Airport	Sarh Airport
SRI	Samarinda		ID	2		SRI	Temindung	4671	3	Airport	Samarinda Temindung Airport
SRJ	San Borja		BO			SRJ	Capitan G Q Guardia	4672	3	Airport	San Borja Capitan G Q Guardia Airport
SRK	Siorapaluk		GL	1		SRK	Heliport		6	Heliport	Siorapaluk Heliport
SRL	Santa Rosalia		MX	2		SRL		4674	3	Airport	Santa Rosalia Airport
SRM	Sandringham Station	QL	AU	2	B	SRM			3	Airport	Sandringham Station Airport
SRN	Strahan	TS	AU	2	A	SRN		4675	3	Airport	Strahan Airport
SRO	Santana Ramos		CO			SRO			3	Airport	Santana Ramos Airport
SRP	Stord		NO			SRP	Sorstokken		3	Airport	Stord Sorstokken Airport
SRQ	Bradenton	FL	US	1		SRQ		4677	3	Airport	Bradenton Airport
SRQ	Sarasota	FL	US	1		SRQ	Bradenton	4677	3	Airport	Sarasota Bradenton Airport
SRR	Stradbroke Island	QL	AU	2	B	SRR	Dunwich		3	Airport	Stradbroke Island Dunwich Airport
SRS	San Marcos		CO			SRS		4678	3	Airport	San Marcos Airport
SRT	Soroti		UG			SRT		4679	3	Airport	Soroti Airport
SRU	Santa Cruz	CA	US	4		SRU	Skypark		3	Airport	Santa Cruz Skypark Airport
SRV	Stony River	AK	US	5		SRV		4680	3	Airport	Stony River Airport
SRW	Salisbury	NC	US	1		SRW	Rowan County	4681	3	Airport	Salisbury Rowan County Airport
SRX	Sirte		LY			SRX	Gardabya	4682	3	Airport	Sirte Gardabya Airport
SRY	Sari		IR			SRY	Dasht-e-Naz		3	Airport	Sari Dasht-e-Naz Airport
SRZ	Santa Cruz		BO			SRZ	El Trompillo	4683	3	Airport	Santa Cruz El Trompillo Airport
SRZ	Santa Cruz		BO			SRZ	Metropolitan Area		2	Metropolitan Area	Santa Cruz Metropolitan Area
SRZ	Santa Cruz		BO			VVI	Viru Viru Intl		3	Airport	Santa Cruz Viru Viru Intl Airport
SSA	Salvador	BA	BR	1	A	SSA	Luis R. Magalhaes	4684	3	Airport	Salvador Luis R. Magalhaes Airport
SSC	Sumter	SC	US	1		SSC	Metropolitan Area		2	Metropolitan Area	Sumter Metropolitan Area
SSC	Sumter	SC	US	1		SSC	Shaw AFB		3	Airport	Sumter Shaw AFB Airport
SSC	Sumter	SC	US	1		SUM	Municipal	4731	3	Airport	Sumter Municipal Airport
SSD	San Felipe		CO			SSD			3	Airport	San Felipe Airport
SSE	Solapur		IN			SSE			3	Airport	Solapur Airport
SSG	Malabo		GQ			SSG	International	4686	3	Airport	Malabo International Airport
SSH	Sharm el-Sheikh		EG			SSH	International	4687	3	Airport	Sharm el-Sheikh International Airport
SSI	Brunswick	GA	US	1		BQK	Glynco Jetport	0642	3	Airport	Brunswick Glynco Jetport Airport
SSI	Brunswick	GA	US	1		SSI	Mckinnon		3	Airport	Brunswick Mckinnon Airport
SSI	Brunswick	GA	US	1		SSI	Metropolitan Area		2	Metropolitan Area	Brunswick Metropolitan Area
SSJ	Sandnessjoen		NO			SSJ	Stokka	4689	3	Airport	Sandnessjoen Stokka Airport
SSK	Sturt Creek	WA	AU	4		SSK		4690	3	Airport	Sturt Creek Airport
SSL	Santa Rosalia		CO			SSL			3	Airport	Santa Rosalia Airport
SSM	Sault Ste Marie	MI	US	1		CIU	Chippewa County	0921	3	Airport	Sault Ste Marie Chippewa County Airport
SSM	Sault Ste Marie	MI	US	1		INR	Kincheloe AFB		3	Airport	Sault Ste Marie Kincheloe AFB Airport
SSM	Sault Ste Marie	MI	US	1		SSM	Metropolitan Area		2	Metropolitan Area	Sault Ste Marie Metropolitan Area
SSO	Sao Lourenco	MG	BR	1		SSO			3	Airport	Sao Lourenco Airport
SSP	Silver Plains	QL	AU	2	B	SSP		4693	3	Airport	Silver Plains Airport
SSQ	La Sarre	QC	CA	3		SSQ			3	Airport	La Sarre Airport
SSR	Sara		VU			SSR			3	Airport	Sara Airport
SSS	Siassi		PG			SSS		4694	3	Airport	Siassi Airport
SST	Santa Teresita	BA	AR			SST		4695	3	Airport	Santa Teresita Airport
SSU	White Sulphur Springs	WV	US	1		SSU	Greenbrier		3	Airport	White Sulphur Springs Greenbrier Airport
SSV	Siasi		PH			SSV			3	Airport	Siasi Airport
SSW	Stuart Island	WA	US	4		SSW		4696	3	Airport	Stuart Island Airport
SSY	M'banza Congo		AO			SSY		4698	3	Airport	M'banza Congo Airport
SSZ	Santos	SP	BR	1		SSZ		4699	3	Airport	Santos Airport
STA	Stauning		DK			STA		4700	3	Airport	Stauning Airport
STB	Santa Barbara Ed		VE			STB	L Delicias	4701	3	Airport	Santa Barbara Ed L Delicias Airport
STC	Saint Cloud	MN	US	2		JSK	Municipal Heliport	2330	6	Heliport	Saint Cloud Municipal Heliport
STC	Saint Cloud	MN	US	2		STC	Metropolitan Area		2	Metropolitan Area	Saint Cloud Metropolitan Area
