Three-Letter City Code	City Name	State/Pro.	Country Code	Time Zone Code	STV	Three-Letter Airport Code	Airport Name	Numeric Code	Location Type	Type Name	Aggregated Name
STC	Saint Cloud	MN	US	2		STC	Municipal	4702	3	Airport	Saint Cloud Municipal Airport
STD	Santo Domingo		VE			STD	Mayo Guerrero	4703	3	Airport	Santo Domingo Mayo Guerrero Airport
STE	Stevens Point	WI	US	2		STE		4704	3	Airport	Stevens Point Airport
STF	Stephens Island	QL	AU	2	B	STF			3	Airport	Stephens Island Airport
STG	St George Island	AK	US	5		STG			3	Airport	St George Island Airport
STH	Strathmore	QL	AU	2	B	STH		4707	3	Airport	Strathmore Airport
STI	Santiago		DO			STI	Municipal	4708	3	Airport	Santiago Municipal Airport
STJ	St Joseph	MO	US	2		STJ	Rosecrans Memorial	4709	3	Airport	St Joseph Rosecrans Memorial Airport
STK	Sterling	CO	US	3		STK	Crosson Field	4710	3	Airport	Sterling Crosson Field Airport
STL	St Louis	MO	US	2		CPS	Downtown Airport	1035	3	Airport	St Louis Downtown Airport
STL	St Louis	MO	US	2		STL	Lambert-St Louis Intl	4711	3	Airport	St Louis Lambert-St Louis Intl Airport
STL	St Louis	MO	US	2		STL	Metropolitan Area		2	Metropolitan Area	St Louis Metropolitan Area
STL	St Louis	MO	US	2		SUS	Spirit Of St Louis	4735	3	Airport	St Louis Spirit Of St Louis Airport
STL	St Louis	MO	US	2		ZSV	Railway Station		5	Railway Station	St Louis Railway Station
STM	Santarem	PA	BR	1	A	STM	Maestro Wilson Fonseca	4712	3	Airport	Santarem Maestro Wilson Fonseca Airport
STO	Stockholm		SE			ARN	Arlanda	0247	3	Airport	Stockholm Arlanda Airport
STO	Stockholm		SE			BMA	Bromma	0575	3	Airport	Stockholm Bromma Airport
STO	Stockholm		SE			NYO	Skavsta		3	Airport	Stockholm Skavsta Airport
STO	Stockholm		SE			STO	Metropolitan Area		2	Metropolitan Area	Stockholm Metropolitan Area
STO	Stockholm		SE			VST	Vasteras		3	Airport	Stockholm Vasteras Airport
STO	Stockholm		SE			XEV	Stockholm C Rail Stn		5	Railway Station	Stockholm Stockholm C Rail Stn Railway Station
STQ	St Marys	PA	US	1		STQ			3	Airport	St Marys Airport
STR	Stuttgart		DE			STR	Airport	4714	3	Airport	Stuttgart Airport
STR	Stuttgart		DE			ZWS	Hbf Railway Station		5	Railway Station	Stuttgart Hbf Railway Station
STS	Santa Rosa	CA	US	4		STS	Sonoma County	4715	3	Airport	Santa Rosa Sonoma County Airport
STT	St Thomas Island		VI			SPB	Sea Plane Base	4641	3	Airport	St Thomas Island Sea Plane Base Airport
STT	St Thomas Island		VI			STT	H.S.Truman	4716	3	Airport	St Thomas Island H.S.Truman Airport
STT	St Thomas Island		VI			STT	Metropolitan Area		2	Metropolitan Area	St Thomas Island Metropolitan Area
STU	Santa Cruz		BZ			STU		4717	3	Airport	Santa Cruz Airport
STV	Surat		IN			STV		5887	3	Airport	Surat Airport
STW	Stavropol		RU	2		STW	Shpakovskoye	4718	3	Airport	Stavropol Shpakovskoye Airport
STX	Saint Croix Island		VI			JCD	Downtown Heliport	2261	6	Heliport	Saint Croix Island Downtown Heliport
STX	Saint Croix Island		VI			SSB	Sea Plane Base	4685	3	Airport	Saint Croix Island Sea Plane Base Airport
STX	Saint Croix Island		VI			STX	Henry E. Rohlsen	4719	3	Airport	Saint Croix Island Henry E. Rohlsen Airport
STX	Saint Croix Island		VI			STX	Metropolitan Area		2	Metropolitan Area	Saint Croix Island Metropolitan Area
STY	Salto		UY			STY		4720	3	Airport	Salto Airport
STZ	Santa Terezinha	MT	BR	2		STZ	Confresa	4721	3	Airport	Santa Terezinha Confresa Airport
SUA	Stuart	FL	US	1		SUA	Witham Field	4722	3	Airport	Stuart Witham Field Airport
SUB	Surabaya		ID	1		SUB	Juanda	4723	3	Airport	Surabaya Juanda Airport
SUC	Sundance	WY	US	3		SUC	Schloredt		3	Airport	Sundance Schloredt Airport
SUD	Stroud	OK	US	2		SUD			3	Airport	Stroud Airport
SUE	Sturgeon Bay	WI	US	2		SUE	Door County	4724	3	Airport	Sturgeon Bay Door County Airport
SUF	Lamezia Terme		IT			LTZ	Central Railway Stn		5	Railway Station	Lamezia Terme Central Railway Stn Railway Station
SUF	Lamezia Terme		IT			SUF	Airport	4725	3	Airport	Lamezia Terme Airport
SUG	Surigao		PH			SUG		4726	3	Airport	Surigao Airport
SUH	Sur		OM			SUH			3	Airport	Sur Airport
SUI	Sokhumi		GE			SUI	Dranda	4727	3	Airport	Sokhumi Dranda Airport
SUJ	Satu Mare		RO			SUJ		4728	3	Airport	Satu Mare Airport
SUK	Sakkyryr		RU	9		SUK			3	Airport	Sakkyryr Airport
SUL	Sui		PK			SUL		4730	3	Airport	Sui Airport
SUN	Hailey	ID	US	3		SUN	Sun Valley		3	Airport	Hailey Sun Valley Airport
SUN	Hailey	ID	US	3		XUN	Bus Station		4	Bus Station	Hailey Bus Station
SUN	Sun Valley	ID	US	3		SUN			3	Airport	Sun Valley Airport
SUO	Sun River	OR	US	4		SUO		4733	3	Airport	Sun River Airport
SUP	Sumenep		ID	1		SUP	Trunojoyo		3	Airport	Sumenep Trunojoyo Airport
SUQ	Sucua		EC	1		SUQ		4734	3	Airport	Sucua Airport
SUR	Summer Beaver	ON	CA	3		SUR			3	Airport	Summer Beaver Airport
SUT	Sumbawanga		TZ			SUT			3	Airport	Sumbawanga Airport
SUU	Fairfield	CA	US	4		SUU	Travis AFB		3	Airport	Fairfield Travis AFB Airport
SUV	Suva		FJ			SUV	Nausori Intl	4736	3	Airport	Suva Nausori Intl Airport
SUW	Superior	WI	US	2		SUW	Richard I Bong		3	Airport	Superior Richard I Bong Airport
SUX	Sioux City	IA	US	2		SUX	Sioux Gateway		3	Airport	Sioux City Sioux Gateway Airport
SUY	Suntar		RU	8		SUY			3	Airport	Suntar Airport
SUZ	Suria		PG			SUZ			3	Airport	Suria Airport
SVA	Savoonga	AK	US	5		SVA		4739	3	Airport	Savoonga Airport
SVB	Sambava		MG			SVB		4740	3	Airport	Sambava Airport
SVC	Silver City	NM	US	3		SVC	Grant County	4741	3	Airport	Silver City Grant County Airport
SVD	St Vincent		VC			SVD	E.T. Joshua	4742	3	Airport	St Vincent E.T. Joshua Airport
SVE	Susanville	CA	US	4		SVE			3	Airport	Susanville Airport
SVF	Save		BJ			SVF			3	Airport	Save Airport
SVG	Stavanger		NO			SVG	Sola	4743	3	Airport	Stavanger Sola Airport
SVG	Stavanger		NO			ZWC	Railway Station		5	Railway Station	Stavanger Railway Station
SVH	Statesville	NC	US	1		SVH	Municipal	4744	3	Airport	Statesville Municipal Airport
SVI	San Vicente		CO			SVI		4745	3	Airport	San Vicente Airport
SVJ	Svolvaer		NO			SVJ	Helle	4746	3	Airport	Svolvaer Helle Airport
SVK	Silver Creek		BZ			SVK		4747	3	Airport	Silver Creek Airport
SVL	Savonlinna		FI			SVL		4748	3	Airport	Savonlinna Airport
SVM	St Pauls	QL	AU	2	B	SVM			3	Airport	St Pauls Airport
SVP	Kuito		AO			SVP			3	Airport	Kuito Airport
SVQ	Sevilla		ES	1		SVQ	Airport		3	Airport	Sevilla Airport
SVQ	Sevilla		ES	1		XQA	Santa Justa Railway St		5	Railway Station	Sevilla Santa Justa Railway St Railway Station
SVR	Savissivik		GL	1		SVR	Heliport		6	Heliport	Savissivik Heliport
SVS	Stevens Village	AK	US	5		SVS		4753	3	Airport	Stevens Village Airport
SVT	Savuti		BW			SVT			3	Airport	Savuti Airport
SVU	Savusavu		FJ			SVU		4754	3	Airport	Savusavu Airport
SVV	San Salvador De		VE			SVV		4755	3	Airport	San Salvador De Airport
SVW	Sparrevohn	AK	US	5		SVW	AFS	4756	3	Airport	Sparrevohn AFS Airport
SVX	Yekaterinburg		RU	4		SVX	Koltsovo		3	Airport	Yekaterinburg Koltsovo Airport
SVY	Savo Island		SB			SVY			3	Airport	Savo Island Airport
SVZ	San Antonio		VE			SVZ		4757	3	Airport	San Antonio Airport
SWA	Shantou		CN			SWA	Jieyang Chaoshan	4758	3	Airport	Shantou Jieyang Chaoshan Airport
SWB	Shaw River	WA	AU	4		SWB		4759	3	Airport	Shaw River Airport
SWC	Stawell	VI	AU	2		SWC		4760	3	Airport	Stawell Airport
SWD	Seward	AK	US	5		SWD		4761	3	Airport	Seward Airport
SWE	Siwea		PG			SWE			3	Airport	Siwea Airport
SWF	Newburgh	NY	US	1		SWF	Stewart	4762	3	Airport	Newburgh Stewart Airport
SWG	Satwag		PG			SWG		4763	3	Airport	Satwag Airport
SWH	Swan Hill	VI	AU	2		SWH		4764	3	Airport	Swan Hill Airport
SWJ	South West Bay		VU			SWJ			3	Airport	South West Bay Airport
SWK	Segrate		IT			SWK	Off-line Point		1	Off-Line Point	Segrate Off-line Point
SWL	Spanish Wells		BS			SWL			3	Airport	Spanish Wells Airport
SWM	Suia-Missu	MT	BR	2		SWM		4766	3	Airport	Suia-Missu Airport
SWN	Sahiwal		PK			SWN			3	Airport	Sahiwal Airport
SWO	Stillwater	OK	US	2		SWO	Searcy Field	4767	3	Airport	Stillwater Searcy Field Airport
SWP	Swakopmund		NA			SWP	Airport	4768	3	Airport	Swakopmund Airport
SWP	Swakopmund		NA			ZSZ	Railway Station		5	Railway Station	Swakopmund Railway Station
SWQ	Sumbawa		ID	2		LYK	Lunyuk		3	Airport	Sumbawa Lunyuk Airport
SWQ	Sumbawa		ID	2		SWQ	Brangbiji	4769	3	Airport	Sumbawa Brangbiji Airport
SWR	Silur		PG			SWR			3	Airport	Silur Airport
SWS	Swansea		GB			SWS		4770	3	Airport	Swansea Airport
SWT	Strezhevoy		RU	5		SWT			3	Airport	Strezhevoy Airport
SWU	Suwon		KR			SWU	Air Base		3	Airport	Suwon Air Base Airport
SWV	Evensk		RU	10		SWV	Severo-Evensk		3	Airport	Evensk Severo-Evensk Airport
SWW	Sweetwater	TX	US	2		SWW		4771	3	Airport	Sweetwater Airport
SWX	Shakawe		BW			SWX			3	Airport	Shakawe Airport
SWY	Sitiawan		MY			SWY			3	Airport	Sitiawan Airport
SXA	Sialum		PG			SXA			3	Airport	Sialum Airport
SXB	Strasbourg		FR			SXB	Entzheim	4772	3	Airport	Strasbourg Entzheim Airport
SXB	Strasbourg		FR			XER	Bus Station		4	Bus Station	Strasbourg Bus Station
SXB	Strasbourg		FR			XWG	Railway Station		5	Railway Station	Strasbourg Railway Station
SXD	Sophia Antipolis		FR			SXD	Off-line Point		1	Off-Line Point	Sophia Antipolis Off-line Point
SXE	Sale	VI	AU	2		SXE	West Sale	4773	3	Airport	Sale West Sale Airport
SXG	Senanga		ZM			SXG		4775	3	Airport	Senanga Airport
SXH	Sehulea		PG			SXH		4776	3	Airport	Sehulea Airport
SXI	Sirri Island		IR			SXI			3	Airport	Sirri Island Airport
SXJ	Shanshan		CN			SXJ			3	Airport	Shanshan Airport
SXK	Saumlaki		ID	3		SXK	Olilit		3	Airport	Saumlaki Olilit Airport
SXL	Sligo		IE			SXL	Airport		3	Airport	Sligo Airport
SXL	Sligo		IE			ZSL	Bus Station		4	Bus Station	Sligo Bus Station
SXM	St Maarten		SX			SXM	Princ. Juliana	6000	3	Airport	St Maarten Princ. Juliana Airport
SXN	Sua Pan		BW			SXN			3	Airport	Sua Pan Airport
SXO	Sao Felix Do Araguaia	MT	BR	2		SXO			3	Airport	Sao Felix Do Araguaia Airport
SXP	Sheldon Point	AK	US	5		SXP	Sea Plane Base	4779	3	Airport	Sheldon Point Sea Plane Base Airport
SXQ	Soldotna	AK	US	5		SXQ		4780	3	Airport	Soldotna Airport
SXR	Srinagar		IN			SXR	Sheikh ul Alam	4781	3	Airport	Srinagar Sheikh ul Alam Airport
SXS	Sahabat		MY			SXS			3	Airport	Sahabat Airport
SXT	Taman Negara		MY			SXT	Sungai Tiang	5297	3	Airport	Taman Negara Sungai Tiang Airport
SXU	Sodo		ET			SXU		4782	3	Airport	Sodo Airport
SXV	Salem		IN			SXV			3	Airport	Salem Airport
SXW	Sauren		PG			SXW			3	Airport	Sauren Airport
SXX	Sao Felix Do Xingu	PA	BR	1	A	SXX			3	Airport	Sao Felix Do Xingu Airport
SXY	Sidney	NY	US	1		SXY		4783	3	Airport	Sidney Airport
SXZ	Siirt		TR			SXZ			3	Airport	Siirt Airport
SYA	Shemya	AK	US	6		SYA	AFB	4784	3	Airport	Shemya AFB Airport
SYB	Seal Bay	AK	US	5		SYB		4785	3	Airport	Seal Bay Airport
SYC	Shiringayoc		PE			SYC			3	Airport	Shiringayoc Airport
SYD	Sydney	NS	AU	2		BWU	Bankstown		3	Airport	Sydney Bankstown Airport
SYD	Sydney	NS	AU	2		LBH	Palm Beach SPB		3	Airport	Sydney Palm Beach SPB Airport
SYD	Sydney	NS	AU	2		RSE	Rose Bay SPB		3	Airport	Sydney Rose Bay SPB Airport
SYD	Sydney	NS	AU	2		SYD	Kingsford Smith	4786	3	Airport	Sydney Kingsford Smith Airport
SYD	Sydney	NS	AU	2		SYD	Metropolitan Area		2	Metropolitan Area	Sydney Metropolitan Area
SYD	Sydney	NS	AU	2		XYS	Ferry Port		7	Ferry Port	Sydney Ferry Port
SYE	Sadah		YE			SYE		4787	3	Airport	Sadah Airport
SYF	Gabriola Island	BC	CA	6		SYF	Silva Bay SPB		3	Airport	Gabriola Island Silva Bay SPB Airport
SYH	Syangboche		NP			SYH			3	Airport	Syangboche Airport
SYI	Shelbyville	TN	US	2		SYI	Bomar Field	4788	3	Airport	Shelbyville Bomar Field Airport
SYJ	Sirjan		IR			SYJ			3	Airport	Sirjan Airport
SYK	Stykkisholmur		IS			SYK		4789	3	Airport	Stykkisholmur Airport
SYL	San Miguel	CA	US	4		SYL	Roberts AAF		3	Airport	San Miguel Roberts AAF Airport
SYM	Simao		CN			SYM		4790	3	Airport	Simao Airport
SYN	Stanton	MN	US	2		SYN	Carleton		3	Airport	Stanton Carleton Airport
SYO	Shonai		JP			SYO			3	Airport	Shonai Airport
SYP	Santiago		PA			SYP			3	Airport	Santiago Airport
SYQ	San Jose		CR			SYQ	Tobias Bolanos Intl		3	Airport	San Jose Tobias Bolanos Intl Airport
SYR	Syracuse	NY	US	1		SYR	Hancock Intl	4791	3	Airport	Syracuse Hancock Intl Airport
SYR	Syracuse	NY	US	1		ZYQ	Railway Station		5	Railway Station	Syracuse Railway Station
SYS	Saskylakh		RU	8		SYS			3	Airport	Saskylakh Airport
SYT	St-Yan		FR			SYT			3	Airport	St-Yan Airport
SYU	Warraber Island	QL	AU	2	B	SYU			3	Airport	Warraber Island Airport
SYV	Sylvester	GA	US	1		SYV			3	Airport	Sylvester Airport
SYW	Sehwan		PK			SYW	Sehwan Sharif		3	Airport	Sehwan Sehwan Sharif Airport
SYX	Sanya		CN			SYX	Phoenix Intl		3	Airport	Sanya Phoenix Intl Airport
SYY	Stornoway		GB			SYY		4792	3	Airport	Stornoway Airport
SYZ	Shiraz		IR			SYZ	Shahid Dastghaib Intl	4793	3	Airport	Shiraz Shahid Dastghaib Intl Airport
SZA	Soyo		AO			SZA		4794	3	Airport	Soyo Airport
SZC	Santa Cruz		CR			SZC	Guanacaste	4795	3	Airport	Santa Cruz Guanacaste Airport
SZE	Semera		ET			SZE		0000	3	Airport	Semera Airport
SZF	Samsun		TR			SZF	Carsamba		3	Airport	Samsun Carsamba Airport
SZG	Salzburg		AT			SZG	W.A. Mozart		3	Airport	Salzburg W.A. Mozart Airport
SZG	Salzburg		AT			ZSB	Hbf Railway Station		5	Railway Station	Salzburg Hbf Railway Station
SZI	Zaysan		KZ	2		SZI			3	Airport	Zaysan Airport
SZJ	Siguanea		CU			SZJ			3	Airport	Siguanea Airport
SZK	Skukuza		ZA			SZK		4797	3	Airport	Skukuza Airport
SZL	Warrensburg	MO	US	2		SZL	Whiteman AFB		3	Airport	Warrensburg Whiteman AFB Airport
SZM	Sesriem		NA			SZM			3	Airport	Sesriem Airport
SZP	Santa Paula	CA	US	4		SZP			3	Airport	Santa Paula Airport
SZQ	Saenz Pena	BA	AR			SZQ			3	Airport	Saenz Pena Airport
SZR	Stara Zagora		BG			SZR	Kolyu Ganchevo	4798	3	Airport	Stara Zagora Kolyu Ganchevo Airport
SZS	Stewart Island		NZ	1		SZS	Ryan's Creek	4799	3	Airport	Stewart Island Ryan's Creek Airport
SZT	S.Cristobal deL Casas		MX	1		SZT	San Cristobal	0000	3	Airport	S.Cristobal deL Casas San Cristobal Airport
SZU	Segou		ML			SZU		4800	3	Airport	Segou Airport
SZV	Suzhou		CN			SZV	Guangfu		3	Airport	Suzhou Guangfu Airport
SZV	Suzhou		CN			YUQ	Suzhouyuanqu Rail Stn		5	Railway Station	Suzhou Suzhouyuanqu Rail Stn Railway Station
SZW	Schwerin		DE			SZW	Parchim		3	Airport	Schwerin Parchim Airport
SZW	Schwerin		DE			ZSR	Hbf Railway Station		5	Railway Station	Schwerin Hbf Railway Station
SZX	Shenzhen		CN			FYG	Fuyong Ferry Port		7	Ferry Port	Shenzhen Fuyong Ferry Port
SZX	Shenzhen		CN			HNZ	CZ Bus Station		4	Bus Station	Shenzhen CZ Bus Station
SZX	Shenzhen		CN			SZX	Bao'an Intl		3	Airport	Shenzhen Bao'an Intl Airport
SZX	Shenzhen		CN			ZYX	Yantian Ferry Port		7	Ferry Port	Shenzhen Yantian Ferry Port
SZY	Szczytno		PL			SZY	Szymany		3	Airport	Szczytno Szymany Airport
SZZ	Szczecin		PL			SZZ	Goleniow	4801	3	Airport	Szczecin Goleniow Airport
SZZ	Szczecin		PL			ZFX	Bus Station		4	Bus Station	Szczecin Bus Station
TAA	Tarapaina		SB			TAA		4802	3	Airport	Tarapaina Airport
TAB	Tobago		TT			TAB	ANR Robinson Intl	4803	3	Airport	Tobago ANR Robinson Intl Airport
TAC	Tacloban		PH			TAC	D.Z. Romualdez	4804	3	Airport	Tacloban D.Z. Romualdez Airport
TAD	Trinidad	CO	US	3		TAD	Las Animas	4805	3	Airport	Trinidad Las Animas Airport
TAE	Daegu		KR			TAE	International	4806	3	Airport	Daegu International Airport
TAG	Tagbilaran		PH			TAG		4807	3	Airport	Tagbilaran Airport
TAH	Tanna Island		VU			TAH	Whitegrass	4808	3	Airport	Tanna Island Whitegrass Airport
TAI	Taizz		YE			TAI	International	4809	3	Airport	Taizz International Airport
TAK	Takamatsu		JP			TAK		4811	3	Airport	Takamatsu Airport
TAL	Tanana	AK	US	5		TAL	Ralph Calhoun	4812	3	Airport	Tanana Ralph Calhoun Airport
TAM	Tampico		MX	1		TAM	Gen F Javier Mina	4813	3	Airport	Tampico Gen F Javier Mina Airport
TAN	Tangalooma	QL	AU	2	B	TAN		4814	3	Airport	Tangalooma Airport
TAO	Qingdao		CN			TAO	Liuting Intl	4815	3	Airport	Qingdao Liuting Intl Airport
TAP	Tapachula		MX	1		TAP	International	4816	3	Airport	Tapachula International Airport
TAQ	Tarcoola	SA	AU	3		TAQ		4817	3	Airport	Tarcoola Airport
TAR	Taranto		IT			TAR	Grottaglie	4818	3	Airport	Taranto Grottaglie Airport
TAS	Tashkent		UZ			TAS	International		3	Airport	Tashkent International Airport
TAT	Poprad		SK			TAT	Tatry	4820	3	Airport	Poprad Tatry Airport
TAU	Tauramena		CO			TAU		4821	3	Airport	Tauramena Airport
TAV	Tau		AS			TAV			3	Airport	Tau Airport
TAW	Tacuarembo		UY			TAW			3	Airport	Tacuarembo Airport
TAX	Taliabu		ID	3		TAX			3	Airport	Taliabu Airport
TAY	Tartu		EE			TAY	Ulenurme		3	Airport	Tartu Ulenurme Airport
TAZ	Dashoguz		TM			TAZ			3	Airport	Dashoguz Airport
TBA	Tabibuga		PG			TBA		4823	3	Airport	Tabibuga Airport
TBB	Tuy Hoa		VN			TBB	Dong Tac	4824	3	Airport	Tuy Hoa Dong Tac Airport
TBC	Tuba City	AZ	US	3	A	TBC		4825	3	Airport	Tuba City Airport
TBD	Timbiqui		CO			TBD			3	Airport	Timbiqui Airport
TBE	Timbunke		PG			TBE			3	Airport	Timbunke Airport
TBF	Tabiteuea North		KI	1		TBF		4826	3	Airport	Tabiteuea North Airport
TBG	Tabubil		PG			TBG		4827	3	Airport	Tabubil Airport
TBH	Tablas Island		PH			TBH	Tugdan	4828	3	Airport	Tablas Island Tugdan Airport
TBI	The Bight		BS			TBI		4829	3	Airport	The Bight Airport
TBJ	Tabarka		TN			TBJ	Ain Draham		3	Airport	Tabarka Ain Draham Airport
TBK	Timber Creek	NT	AU	3	A	TBK		4830	3	Airport	Timber Creek Airport
TBL	Tablelands	WA	AU	4		TBL	Tableland Homestead	4831	3	Airport	Tablelands Tableland Homestead Airport
TBM	Tumbang Samba		ID	1		TBM			3	Airport	Tumbang Samba Airport
TBN	Fort Leonard Wood	MO	US	2		TBN	Forney AAF	4832	3	Airport	Fort Leonard Wood Forney AAF Airport
TBO	Tabora		TZ			TBO		4833	3	Airport	Tabora Airport
TBP	Tumbes		PE			TBP		4834	3	Airport	Tumbes Airport
TBQ	Tarabo		PG			TBQ			3	Airport	Tarabo Airport
TBR	Statesboro	GA	US	1		TBR	Municipal	4835	3	Airport	Statesboro Municipal Airport
TBS	Tbilisi		GE			TBS	International	4836	3	Airport	Tbilisi International Airport
TBT	Tabatinga	AM	BR	2	A	TBT	Internacional	4837	3	Airport	Tabatinga Internacional Airport
TBU	Nuku'alofa		TO			TBU	Fua'amotu Intl		3	Airport	Nuku'alofa Fua'amotu Intl Airport
TBV	Tabal Island		MH			TBV			3	Airport	Tabal Island Airport
TBW	Tambov		RU	2		TBW	Donskoye		3	Airport	Tambov Donskoye Airport
TBY	Tshabong		BW			TBY			3	Airport	Tshabong Airport
TBZ	Tabriz		IR			TBZ	International	4839	3	Airport	Tabriz International Airport
TCA	Tennant Creek	NT	AU	3	A	TCA		4840	3	Airport	Tennant Creek Airport
TCB	Treasure Cay		BS			TCB		4841	3	Airport	Treasure Cay Airport
TCC	Tucumcari	NM	US	3		TCC		4842	3	Airport	Tucumcari Airport
TCD	Tarapaca		CO			TCD			3	Airport	Tarapaca Airport
TCE	Tulcea		RO			TCE	Delta Dunarii	4843	3	Airport	Tulcea Delta Dunarii Airport
TCF	Tocoa		HN			TCF		4844	3	Airport	Tocoa Airport
TCG	Tacheng		CN			TCG			3	Airport	Tacheng Airport
TCH	Tchibanga		GA			TCH		4845	3	Airport	Tchibanga Airport
TCI	Tenerife		ES	2		TCI	Metropolitan Area		2	Metropolitan Area	Tenerife Metropolitan Area
TCI	Tenerife		ES	2		TFN	Tenerife-Norte	4883	3	Airport	Tenerife Tenerife-Norte Airport
TCI	Tenerife		ES	2		TFS	Tenerife-Sur		3	Airport	Tenerife Tenerife-Sur Airport
TCJ	Torembi		PG			TCJ			3	Airport	Torembi Airport
TCK	Tinboli		PG			TCK			3	Airport	Tinboli Airport
TCL	Tuscaloosa	AL	US	2		TCL	Van De Graaf	4847	3	Airport	Tuscaloosa Van De Graaf Airport
TCN	Tehuacan		MX	1		TCN		4848	3	Airport	Tehuacan Airport
TCO	Tumaco		CO			TCO	La Florida	4849	3	Airport	Tumaco La Florida Airport
TCP	Taba		EG			TCP	International		3	Airport	Taba International Airport
TCQ	Tacna		PE			TCQ		4850	3	Airport	Tacna Airport
TCR	Tuticorin		IN			TCR			3	Airport	Tuticorin Airport
TCS	Truth Or Consequences	NM	US	3		TCS	Municipal		3	Airport	Truth Or Consequences Municipal Airport
TCT	Takotna	AK	US	5		TCT		4851	3	Airport	Takotna Airport
TCU	Thaba Nchu		ZA			TCU			3	Airport	Thaba Nchu Airport
TCV	Tres Cruces	PJ	AR			TCV	Bus Station		4	Bus Station	Tres Cruces Bus Station
TCW	Tocumwal	NS	AU	2		TCW		4854	3	Airport	Tocumwal Airport
TCX	Tabas		IR			TCX			3	Airport	Tabas Airport
TCY	Terrace Bay		NA			TCY			3	Airport	Terrace Bay Airport
TCZ	Tengchong		CN			TCZ	Tuofeng		3	Airport	Tengchong Tuofeng Airport
TDA	Trinidad		CO			TDA		4855	3	Airport	Trinidad Airport
TDB	Tetebedi		PG			TDB		4856	3	Airport	Tetebedi Airport
TDD	Trinidad		BO			TDD		4857	3	Airport	Trinidad Airport
TDG	Tandag		PH			TDG		4858	3	Airport	Tandag Airport
TDJ	Tadjoura		DJ			TDJ		4859	3	Airport	Tadjoura Airport
TDK	Taldykorgan		KZ	2		TDK			3	Airport	Taldykorgan Airport
TDL	Tandil	BA	AR			TDL		4860	3	Airport	Tandil Airport
TDN	Theda Station	WA	AU	4		TDN		0000	3	Airport	Theda Station Airport
TDO	Toledo	WA	US	4		TDO	Winlock		3	Airport	Toledo Winlock Airport
TDP	Trompeteros		PE			TDP			3	Airport	Trompeteros Airport
TDR	Theodore	QL	AU	2	B	TDR		4861	3	Airport	Theodore Airport
TDS	Sasereme		PG			TDS			3	Airport	Sasereme Airport
TDT	Timbavati		ZA			TDT	Tanda Tula		3	Airport	Timbavati Tanda Tula Airport
TDV	Tanandava		MG			TDV	Samangoky	4862	3	Airport	Tanandava Samangoky Airport
TDX	Trat		TH			TDX			3	Airport	Trat Airport
TEA	Tela		HN			TEA		4863	3	Airport	Tela Airport
TEB	Teterboro	NJ	US	1		TEB		4864	3	Airport	Teterboro Airport
TEC	Telemaco Borba	PR	BR	1		TEC			3	Airport	Telemaco Borba Airport
TED	Thisted		DK			TED		4865	3	Airport	Thisted Airport
TEE	Tebessa		DZ			TEE	Tbessa	4866	3	Airport	Tebessa Tbessa Airport
TEF	Telfer	WA	AU	4		TEF		4867	3	Airport	Telfer Airport
TEG	Tenkodogo		BF			TEG			3	Airport	Tenkodogo Airport
TEH	Tetlin	AK	US	5		TEH			3	Airport	Tetlin Airport
TEI	Tezu		IN			TEI			3	Airport	Tezu Airport
TEJ	Teruel		ES	1		TEJ	Railway Station		5	Railway Station	Teruel Railway Station
TEK	Tatitlek	AK	US	5		TEK		4868	3	Airport	Tatitlek Airport
TEL	Telupid		MY			TEL		4869	3	Airport	Telupid Airport
TEM	Temora	NS	AU	2		TEM		4870	3	Airport	Temora Airport
TEN	Tongren		CN			TEN	Fenhuang		3	Airport	Tongren Fenhuang Airport
TEO	Terapo		PG			TEO		4871	3	Airport	Terapo Airport
TEP	Teptep		PG			TEP		4872	3	Airport	Teptep Airport
TEQ	Tekirdag		TR			TEQ	Corlu		3	Airport	Tekirdag Corlu Airport
TER	Terceira Island		PT	2		TER	Lajes	4873	3	Airport	Terceira Island Lajes Airport
TES	Teseney		ER			TES		4874	3	Airport	Teseney Airport
TET	Tete		MZ			TET	Chingozi	4875	3	Airport	Tete Chingozi Airport
TEU	Te Anau		NZ	1		TEU	Manapouri	4876	3	Airport	Te Anau Manapouri Airport
TEX	Telluride	CO	US	3		TEX			3	Airport	Telluride Airport
TEX	Telluride	CO	US	3		ZTL	Bus Station		4	Bus Station	Telluride Bus Station
TEY	Thingeyri		IS			TEY	Selardalur	4877	3	Airport	Thingeyri Selardalur Airport
TEZ	Tezpur		IN			TEZ		4878	3	Airport	Tezpur Airport
TFB	Tifalmin		PG			TFB			3	Airport	Tifalmin Airport
TFC	Taormina		IT			TFC	Harbour		7	Ferry Port	Taormina Harbour Ferry Port
TFF	Tefe	AM	BR	2	A	TFF		4879	3	Airport	Tefe Airport
TFI	Tufi		PG			TFI		4880	3	Airport	Tufi Airport
TFL	Teofilo Otoni	MG	BR	1		TFL			3	Airport	Teofilo Otoni Airport
TFM	Telefomin		PG			TFM		4881	3	Airport	Telefomin Airport
TFR	Ramadan City		EG			TFR	Wadi al Jandali		3	Airport	Ramadan City Wadi al Jandali Airport
TFT	Taftan		PK			TFT			3	Airport	Taftan Airport
TGB	Rizal		PH			TGB	Tagbita		3	Airport	Rizal Tagbita Airport
